,AccountsPayableCurrent-0,AccountsPayableCurrent-1,AccountsPayableCurrent-2,AccountsPayableCurrent-3,AccountsReceivableNet-0,AccountsReceivableNet-1,AccountsReceivableNet-2,AccountsReceivableNet-3,Assets-0,Assets-1,Assets-2,Assets-3,AssetsCurrent-0,AssetsCurrent-1,AssetsCurrent-2,AssetsCurrent-3,CashAndCashEquivalentsAtCarryingValue-0,CashAndCashEquivalentsAtCarryingValue-1,CashAndCashEquivalentsAtCarryingValue-2,CashAndCashEquivalentsAtCarryingValue-3,InventoryNet-0,InventoryNet-1,InventoryNet-2,InventoryNet-3,Liabilities-0,Liabilities-1,Liabilities-2,Liabilities-3,LiabilitiesCurrent-0,LiabilitiesCurrent-1,LiabilitiesCurrent-2,LiabilitiesCurrent-3,LongTermDebt-0,LongTermDebt-1,LongTermDebt-2,LongTermDebt-3,AssetsNoncurrent-0,AssetsNoncurrent-1,AssetsNoncurrent-2,AssetsNoncurrent-3,PropertyPlantAndEquipmentNet-0,PropertyPlantAndEquipmentNet-1,PropertyPlantAndEquipmentNet-2,PropertyPlantAndEquipmentNet-3,ShortTermBorrowings-0,ShortTermBorrowings-1,ShortTermBorrowings-2,ShortTermBorrowings-3,StockholdersEquity-0,StockholdersEquity-1,StockholdersEquity-2,StockholdersEquity-3,EntityCommonStockSharesOutstanding-0,MarketCap,dividend,splits,close,static_quantile,dynamic_quantile,category,CostsAndExpenses-0,CostsAndExpenses-1,CostsAndExpenses-2,CostsAndExpenses-3,DepreciationAndAmortization-0,DepreciationAndAmortization-1,DepreciationAndAmortization-2,DepreciationAndAmortization-3,EarningsPerShareDiluted-0,EarningsPerShareDiluted-1,EarningsPerShareDiluted-2,EarningsPerShareDiluted-3,GrossProfit-0,GrossProfit-1,GrossProfit-2,GrossProfit-3,IncomeTaxesPaidNet-0,IncomeTaxesPaidNet-1,IncomeTaxesPaidNet-2,IncomeTaxesPaidNet-3,NetIncomeLoss-0,NetIncomeLoss-1,NetIncomeLoss-2,NetIncomeLoss-3,OperatingIncomeLoss-0,OperatingIncomeLoss-1,OperatingIncomeLoss-2,OperatingIncomeLoss-3,Revenues-0,Revenues-1,Revenues-2,Revenues-3,FreeCashFlow-0,FreeCashFlow-1,FreeCashFlow-2,FreeCashFlow-3,EntityCommonStockSharesOutstanding-0,MarketCap,dividend,splits,close,static_quantile,dynamic_quantile,category
2013-03-16,1188300000.0,1125200000.0,1072200000.0,968100000.0,3336300000.0,3597700000.0,3493800000.0,3343300000.0,34398900000.0,33659800000.0,31001400000.0,27460900000.0,13038700000.0,14248200000.0,14840000000.0,12486500000.0,4018800000.0,5922500000.0,5993200000.0,4462900000.0,2643800000.0,2299800000.0,2517700000.0,2849900000.0,19625000000.0,20124200000.0,18588600000.0,17935600000.0,8389500000.0,8930900000.0,6926900000.0,6568100000.0,5531300000.0,6981500000.0,6788700000.0,6655000000.0,21360200000.0,19411600000.0,16161400000.0,14974400000.0,7760200000.0,7760300000.0,7940700000.0,8197400000.0,9100000.0,1522300000.0,156000000.0,27400000.0,14773900000.0,13535600000.0,12412800000.0,9525300000.0,1134411762.0,62540121650.742485,0.0,0.0,55.130001068115234,55.130001068115234,54.476000213623045,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-17,1188300000.0,1125200000.0,1072200000.0,968100000.0,3336300000.0,3597700000.0,3493800000.0,3343300000.0,34398900000.0,33659800000.0,31001400000.0,27460900000.0,13038700000.0,14248200000.0,14840000000.0,12486500000.0,4018800000.0,5922500000.0,5993200000.0,4462900000.0,2643800000.0,2299800000.0,2517700000.0,2849900000.0,19625000000.0,20124200000.0,18588600000.0,17935600000.0,8389500000.0,8930900000.0,6926900000.0,6568100000.0,5531300000.0,6981500000.0,6788700000.0,6655000000.0,21360200000.0,19411600000.0,16161400000.0,14974400000.0,7760200000.0,7760300000.0,7940700000.0,8197400000.0,9100000.0,1522300000.0,156000000.0,27400000.0,14773900000.0,13535600000.0,12412800000.0,9525300000.0,1134411762.0,62540121650.742485,0.0,0.0,55.130001068115234,55.130001068115234,54.67999954223633,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-18,1188300000.0,1125200000.0,1072200000.0,968100000.0,3336300000.0,3597700000.0,3493800000.0,3343300000.0,34398900000.0,33659800000.0,31001400000.0,27460900000.0,13038700000.0,14248200000.0,14840000000.0,12486500000.0,4018800000.0,5922500000.0,5993200000.0,4462900000.0,2643800000.0,2299800000.0,2517700000.0,2849900000.0,19625000000.0,20124200000.0,18588600000.0,17935600000.0,8389500000.0,8930900000.0,6926900000.0,6568100000.0,5531300000.0,6981500000.0,6788700000.0,6655000000.0,21360200000.0,19411600000.0,16161400000.0,14974400000.0,7760200000.0,7760300000.0,7940700000.0,8197400000.0,9100000.0,1522300000.0,156000000.0,27400000.0,14773900000.0,13535600000.0,12412800000.0,9525300000.0,1134411762.0,62006946737.8225,0.0,0.0,54.65999984741211,55.130001068115234,54.67999954223633,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-19,1188300000.0,1125200000.0,1072200000.0,968100000.0,3336300000.0,3597700000.0,3493800000.0,3343300000.0,34398900000.0,33659800000.0,31001400000.0,27460900000.0,13038700000.0,14248200000.0,14840000000.0,12486500000.0,4018800000.0,5922500000.0,5993200000.0,4462900000.0,2643800000.0,2299800000.0,2517700000.0,2849900000.0,19625000000.0,20124200000.0,18588600000.0,17935600000.0,8389500000.0,8930900000.0,6926900000.0,6568100000.0,5531300000.0,6981500000.0,6788700000.0,6655000000.0,21360200000.0,19411600000.0,16161400000.0,14974400000.0,7760200000.0,7760300000.0,7940700000.0,8197400000.0,9100000.0,1522300000.0,156000000.0,27400000.0,14773900000.0,13535600000.0,12412800000.0,9525300000.0,1134411762.0,62154421478.56499,0.0,0.0,54.790000915527344,55.130001068115234,54.763998413085936,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-20,1188300000.0,1125200000.0,1072200000.0,968100000.0,3336300000.0,3597700000.0,3493800000.0,3343300000.0,34398900000.0,33659800000.0,31001400000.0,27460900000.0,13038700000.0,14248200000.0,14840000000.0,12486500000.0,4018800000.0,5922500000.0,5993200000.0,4462900000.0,2643800000.0,2299800000.0,2517700000.0,2849900000.0,19625000000.0,20124200000.0,18588600000.0,17935600000.0,8389500000.0,8930900000.0,6926900000.0,6568100000.0,5531300000.0,6981500000.0,6788700000.0,6655000000.0,21360200000.0,19411600000.0,16161400000.0,14974400000.0,7760200000.0,7760300000.0,7940700000.0,8197400000.0,9100000.0,1522300000.0,156000000.0,27400000.0,14773900000.0,13535600000.0,12412800000.0,9525300000.0,1134411762.0,62732969573.11251,0.0,0.0,55.29999923706055,55.13600082397461,54.77999877929688,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-21,1188300000.0,1125200000.0,1072200000.0,968100000.0,3336300000.0,3597700000.0,3493800000.0,3343300000.0,34398900000.0,33659800000.0,31001400000.0,27460900000.0,13038700000.0,14248200000.0,14840000000.0,12486500000.0,4018800000.0,5922500000.0,5993200000.0,4462900000.0,2643800000.0,2299800000.0,2517700000.0,2849900000.0,19625000000.0,20124200000.0,18588600000.0,17935600000.0,8389500000.0,8930900000.0,6926900000.0,6568100000.0,5531300000.0,6981500000.0,6788700000.0,6655000000.0,21360200000.0,19411600000.0,16161400000.0,14974400000.0,7760200000.0,7760300000.0,7940700000.0,8197400000.0,9100000.0,1522300000.0,156000000.0,27400000.0,14773900000.0,13535600000.0,12412800000.0,9525300000.0,1134411762.0,62483401928.12997,0.0,0.0,55.08000183105469,55.13600082397461,54.77999877929688,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-22,1188300000.0,1125200000.0,1072200000.0,968100000.0,3336300000.0,3597700000.0,3493800000.0,3343300000.0,34398900000.0,33659800000.0,31001400000.0,27460900000.0,13038700000.0,14248200000.0,14840000000.0,12486500000.0,4018800000.0,5922500000.0,5993200000.0,4462900000.0,2643800000.0,2299800000.0,2517700000.0,2849900000.0,19625000000.0,20124200000.0,18588600000.0,17935600000.0,8389500000.0,8930900000.0,6926900000.0,6568100000.0,5531300000.0,6981500000.0,6788700000.0,6655000000.0,21360200000.0,19411600000.0,16161400000.0,14974400000.0,7760200000.0,7760300000.0,7940700000.0,8197400000.0,9100000.0,1522300000.0,156000000.0,27400000.0,14773900000.0,13535600000.0,12412800000.0,9525300000.0,1134411762.0,63039261268.145004,0.0,0.0,55.56999969482422,55.15999984741211,54.78199920654298,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-23,1188300000.0,1125200000.0,1072200000.0,968100000.0,3336300000.0,3597700000.0,3493800000.0,3343300000.0,34398900000.0,33659800000.0,31001400000.0,27460900000.0,13038700000.0,14248200000.0,14840000000.0,12486500000.0,4018800000.0,5922500000.0,5993200000.0,4462900000.0,2643800000.0,2299800000.0,2517700000.0,2849900000.0,19625000000.0,20124200000.0,18588600000.0,17935600000.0,8389500000.0,8930900000.0,6926900000.0,6568100000.0,5531300000.0,6981500000.0,6788700000.0,6655000000.0,21360200000.0,19411600000.0,16161400000.0,14974400000.0,7760200000.0,7760300000.0,7940700000.0,8197400000.0,9100000.0,1522300000.0,156000000.0,27400000.0,14773900000.0,13535600000.0,12412800000.0,9525300000.0,1134411762.0,63039261268.145004,0.0,0.0,55.56999969482422,55.15999984741211,54.79200057983398,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-24,1188300000.0,1125200000.0,1072200000.0,968100000.0,3336300000.0,3597700000.0,3493800000.0,3343300000.0,34398900000.0,33659800000.0,31001400000.0,27460900000.0,13038700000.0,14248200000.0,14840000000.0,12486500000.0,4018800000.0,5922500000.0,5993200000.0,4462900000.0,2643800000.0,2299800000.0,2517700000.0,2849900000.0,19625000000.0,20124200000.0,18588600000.0,17935600000.0,8389500000.0,8930900000.0,6926900000.0,6568100000.0,5531300000.0,6981500000.0,6788700000.0,6655000000.0,21360200000.0,19411600000.0,16161400000.0,14974400000.0,7760200000.0,7760300000.0,7940700000.0,8197400000.0,9100000.0,1522300000.0,156000000.0,27400000.0,14773900000.0,13535600000.0,12412800000.0,9525300000.0,1134411762.0,63039261268.145004,0.0,0.0,55.56999969482422,55.1879997253418,54.85199966430664,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-25,1188300000.0,1125200000.0,1072200000.0,968100000.0,3336300000.0,3597700000.0,3493800000.0,3343300000.0,34398900000.0,33659800000.0,31001400000.0,27460900000.0,13038700000.0,14248200000.0,14840000000.0,12486500000.0,4018800000.0,5922500000.0,5993200000.0,4462900000.0,2643800000.0,2299800000.0,2517700000.0,2849900000.0,19625000000.0,20124200000.0,18588600000.0,17935600000.0,8389500000.0,8930900000.0,6926900000.0,6568100000.0,5531300000.0,6981500000.0,6788700000.0,6655000000.0,21360200000.0,19411600000.0,16161400000.0,14974400000.0,7760200000.0,7760300000.0,7940700000.0,8197400000.0,9100000.0,1522300000.0,156000000.0,27400000.0,14773900000.0,13535600000.0,12412800000.0,9525300000.0,1134411762.0,63095980990.75752,0.0,0.0,55.619998931884766,55.30999908447266,55.06200103759765,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-26,1188300000.0,1125200000.0,1072200000.0,968100000.0,3336300000.0,3597700000.0,3493800000.0,3343300000.0,34398900000.0,33659800000.0,31001400000.0,27460900000.0,13038700000.0,14248200000.0,14840000000.0,12486500000.0,4018800000.0,5922500000.0,5993200000.0,4462900000.0,2643800000.0,2299800000.0,2517700000.0,2849900000.0,19625000000.0,20124200000.0,18588600000.0,17935600000.0,8389500000.0,8930900000.0,6926900000.0,6568100000.0,5531300000.0,6981500000.0,6788700000.0,6655000000.0,21360200000.0,19411600000.0,16161400000.0,14974400000.0,7760200000.0,7760300000.0,7940700000.0,8197400000.0,9100000.0,1522300000.0,156000000.0,27400000.0,14773900000.0,13535600000.0,12412800000.0,9525300000.0,1134411762.0,63856039121.56499,0.0,0.0,56.290000915527344,55.387998962402335,55.06999969482422,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-27,1188300000.0,1125200000.0,1072200000.0,968100000.0,3336300000.0,3597700000.0,3493800000.0,3343300000.0,34398900000.0,33659800000.0,31001400000.0,27460900000.0,13038700000.0,14248200000.0,14840000000.0,12486500000.0,4018800000.0,5922500000.0,5993200000.0,4462900000.0,2643800000.0,2299800000.0,2517700000.0,2849900000.0,19625000000.0,20124200000.0,18588600000.0,17935600000.0,8389500000.0,8930900000.0,6926900000.0,6568100000.0,5531300000.0,6981500000.0,6788700000.0,6655000000.0,21360200000.0,19411600000.0,16161400000.0,14974400000.0,7760200000.0,7760300000.0,7940700000.0,8197400000.0,9100000.0,1522300000.0,156000000.0,27400000.0,14773900000.0,13535600000.0,12412800000.0,9525300000.0,1134411762.0,63946789812.25752,0.0,0.0,56.369998931884766,55.54600067138672,55.07200012207032,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-28,1188300000.0,1125200000.0,1072200000.0,968100000.0,3336300000.0,3597700000.0,3493800000.0,3343300000.0,34398900000.0,33659800000.0,31001400000.0,27460900000.0,13038700000.0,14248200000.0,14840000000.0,12486500000.0,4018800000.0,5922500000.0,5993200000.0,4462900000.0,2643800000.0,2299800000.0,2517700000.0,2849900000.0,19625000000.0,20124200000.0,18588600000.0,17935600000.0,8389500000.0,8930900000.0,6926900000.0,6568100000.0,5531300000.0,6981500000.0,6788700000.0,6655000000.0,21360200000.0,19411600000.0,16161400000.0,14974400000.0,7760200000.0,7760300000.0,7940700000.0,8197400000.0,9100000.0,1522300000.0,156000000.0,27400000.0,14773900000.0,13535600000.0,12412800000.0,9525300000.0,1134411762.0,64423245002.56499,0.0,0.0,56.790000915527344,55.56999969482422,55.08000183105469,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-29,1188300000.0,1125200000.0,1072200000.0,968100000.0,3336300000.0,3597700000.0,3493800000.0,3343300000.0,34398900000.0,33659800000.0,31001400000.0,27460900000.0,13038700000.0,14248200000.0,14840000000.0,12486500000.0,4018800000.0,5922500000.0,5993200000.0,4462900000.0,2643800000.0,2299800000.0,2517700000.0,2849900000.0,19625000000.0,20124200000.0,18588600000.0,17935600000.0,8389500000.0,8930900000.0,6926900000.0,6568100000.0,5531300000.0,6981500000.0,6788700000.0,6655000000.0,21360200000.0,19411600000.0,16161400000.0,14974400000.0,7760200000.0,7760300000.0,7940700000.0,8197400000.0,9100000.0,1522300000.0,156000000.0,27400000.0,14773900000.0,13535600000.0,12412800000.0,9525300000.0,1134411762.0,64423245002.56499,0.0,0.0,56.790000915527344,55.56999969482422,55.08000183105469,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-30,1188300000.0,1125200000.0,1183200000.0,964000000.0,3336300000.0,3597700000.0,3694300000.0,3194300000.0,34398900000.0,33659800000.0,31695300000.0,27197800000.0,13038700000.0,14248200000.0,15354300000.0,12252400000.0,4018800000.0,5922500000.0,6506400000.0,4725200000.0,2643800000.0,2299800000.0,2767200000.0,2471100000.0,19625000000.0,20124200000.0,17761100000.0,16735500000.0,8389500000.0,8930900000.0,7651800000.0,5657600000.0,5531300000.0,6981500000.0,6788700000.0,6655000000.0,21360200000.0,19411600000.0,16341000000.0,14945400000.0,7760200000.0,7760300000.0,7967700000.0,7987000000.0,9100000.0,1522300000.0,1539900000.0,20100000.0,14773900000.0,13535600000.0,13934200000.0,10462300000.0,1134411762.0,64423245002.56499,0.0,0.0,56.790000915527344,55.57999954223633,55.0900016784668,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1134411762.0,64423245002.56499,0.0,0.0,56.790000915527344,55.75399932861328,55.130001068115234,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1134411762.0,64423245002.56499,0.0,0.0,56.790000915527344,55.75399932861328,55.130001068115234,3.0
2013-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1134411762.0,64219050539.20999,0.0,0.0,56.61000061035156,56.306000518798825,55.130001068115234,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1134411762.0,64094264553.0,0.0,0.0,56.5,56.395999145507815,55.13600082397461,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1134411762.0,64491306938.72502,0.0,0.0,56.84999847412109,56.52200012207031,55.15999984741211,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1134411762.0,64582061956.855,0.0,0.0,56.93000030517578,56.64600067138672,55.15999984741211,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1134411762.0,64071575798.46751,0.0,0.0,56.47999954223633,56.64600067138672,55.1879997253418,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1134411762.0,64071575798.46751,0.0,0.0,56.47999954223633,56.64600067138672,55.30999908447266,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1134411762.0,64071575798.46751,0.0,0.0,56.47999954223633,56.64600067138672,55.387998962402335,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1134411762.0,64457275970.645004,0.0,0.0,56.81999969482422,56.790000915527344,55.54600067138672,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1134411762.0,64366525279.95248,0.0,0.0,56.7400016784668,56.790000915527344,55.56999969482422,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1134411762.0,65330773546.6775,0.0,0.0,57.59000015258789,56.790000915527344,55.56999969482422,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1134411762.0,65795882196.0,0.0,0.0,58.0,56.790000915527344,55.57999954223633,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1134411762.0,65240018528.54752,0.0,0.0,57.5099983215332,56.79600067138672,55.75399932861328,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1134411762.0,65240018528.54752,0.0,0.0,57.5099983215332,56.82599945068359,56.306000518798825,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1134411762.0,65240018528.54752,0.0,0.0,57.5099983215332,56.865998840332026,56.39199905395508,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1134411762.0,64082922339.45248,0.0,0.0,56.4900016784668,56.865998840332026,56.47999954223633,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1134411762.0,64865664897.355,0.0,0.0,57.18000030517578,56.98000030517578,56.47999954223633,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1134411762.0,65194645346.91998,0.0,0.0,57.470001220703125,57.23800048828125,56.48199996948242,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1134411762.0,63856039121.56499,0.0,0.0,56.290000915527344,57.23800048828125,56.48199996948242,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1134411762.0,65137921296.870026,0.0,0.0,57.41999816894531,57.42999877929688,56.49200134277344,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1126561464.0,65137921296.870026,0.0,0.0,57.41999816894531,57.42999877929688,56.52200012207031,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1126561464.0,65137921296.870026,0.0,0.0,57.41999816894531,57.42999877929688,56.63600082397461,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1126561464.0,64867411159.91565,0.0,0.0,57.58000183105469,57.47800064086914,56.75000152587891,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1126561464.0,65712332257.91565,0.0,0.0,58.33000183105469,57.5099983215332,56.790000915527344,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1126561464.0,63143769197.70181,0.0,0.0,56.04999923706055,57.5099983215332,56.790000915527344,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1126561464.0,63571863757.31928,0.0,0.0,56.43000030517578,57.5099983215332,56.790000915527344,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-26,974400000.0,1246300000.0,1183200000.0,964000000.0,3439700000.0,3402100000.0,3694300000.0,3194300000.0,32300100000.0,32238200000.0,31695300000.0,27197800000.0,12326100000.0,12602600000.0,15354300000.0,12252400000.0,3936600000.0,4122200000.0,6506400000.0,4725200000.0,2576700000.0,2424200000.0,2767200000.0,2471100000.0,17344500000.0,17415600000.0,17761100000.0,16735500000.0,7593600000.0,6553700000.0,7651800000.0,5657600000.0,5531300000.0,6981500000.0,6788700000.0,6655000000.0,19974000000.0,19635600000.0,16341000000.0,14945400000.0,7623400000.0,7754600000.0,7967700000.0,7987000000.0,1028000000.0,10600000.0,1539900000.0,20100000.0,14955600000.0,14822600000.0,13934200000.0,10462300000.0,1126561464.0,63605659226.042175,0.0,0.0,56.459999084472656,57.5099983215332,56.790000915527344,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-27,974400000.0,1246300000.0,1183200000.0,964000000.0,3439700000.0,3402100000.0,3694300000.0,3194300000.0,32300100000.0,32238200000.0,31695300000.0,27197800000.0,12326100000.0,12602600000.0,15354300000.0,12252400000.0,3936600000.0,4122200000.0,6506400000.0,4725200000.0,2576700000.0,2424200000.0,2767200000.0,2471100000.0,17344500000.0,17415600000.0,17761100000.0,16735500000.0,7593600000.0,6553700000.0,7651800000.0,5657600000.0,5531300000.0,6981500000.0,6788700000.0,6655000000.0,19974000000.0,19635600000.0,16341000000.0,14945400000.0,7623400000.0,7754600000.0,7967700000.0,7987000000.0,1028000000.0,10600000.0,1539900000.0,20100000.0,14955600000.0,14822600000.0,13934200000.0,10462300000.0,1126561464.0,63605659226.042175,0.0,0.0,56.459999084472656,57.5099983215332,56.790000915527344,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-28,974400000.0,1246300000.0,1183200000.0,964000000.0,3439700000.0,3402100000.0,3694300000.0,3194300000.0,32300100000.0,32238200000.0,31695300000.0,27197800000.0,12326100000.0,12602600000.0,15354300000.0,12252400000.0,3936600000.0,4122200000.0,6506400000.0,4725200000.0,2576700000.0,2424200000.0,2767200000.0,2471100000.0,17344500000.0,17415600000.0,17761100000.0,16735500000.0,7593600000.0,6553700000.0,7651800000.0,5657600000.0,5531300000.0,6981500000.0,6788700000.0,6655000000.0,19974000000.0,19635600000.0,16341000000.0,14945400000.0,7623400000.0,7754600000.0,7967700000.0,7987000000.0,1028000000.0,10600000.0,1539900000.0,20100000.0,14955600000.0,14822600000.0,13934200000.0,10462300000.0,1126561464.0,63605659226.042175,0.0,0.0,56.459999084472656,57.5099983215332,56.790000915527344,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-29,974400000.0,1246300000.0,1183200000.0,964000000.0,3439700000.0,3402100000.0,3694300000.0,3194300000.0,32300100000.0,32238200000.0,31695300000.0,27197800000.0,12326100000.0,12602600000.0,15354300000.0,12252400000.0,3936600000.0,4122200000.0,6506400000.0,4725200000.0,2576700000.0,2424200000.0,2767200000.0,2471100000.0,17344500000.0,17415600000.0,17761100000.0,16735500000.0,7593600000.0,6553700000.0,7651800000.0,5657600000.0,5531300000.0,6981500000.0,6788700000.0,6655000000.0,19974000000.0,19635600000.0,16341000000.0,14945400000.0,7623400000.0,7754600000.0,7967700000.0,7987000000.0,1028000000.0,10600000.0,1539900000.0,20100000.0,14955600000.0,14822600000.0,13934200000.0,10462300000.0,1126561464.0,63098705707.74399,0.0,0.0,56.0099983215332,57.5099983215332,56.790000915527344,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
