,AccountsPayableCurrent-0,AccountsPayableCurrent-1,AccountsPayableCurrent-2,AccountsPayableCurrent-3,AccountsReceivableNet-0,AccountsReceivableNet-1,AccountsReceivableNet-2,AccountsReceivableNet-3,Assets-0,Assets-1,Assets-2,Assets-3,AssetsCurrent-0,AssetsCurrent-1,AssetsCurrent-2,AssetsCurrent-3,CashAndCashEquivalentsAtCarryingValue-0,CashAndCashEquivalentsAtCarryingValue-1,CashAndCashEquivalentsAtCarryingValue-2,CashAndCashEquivalentsAtCarryingValue-3,InventoryNet-0,InventoryNet-1,InventoryNet-2,InventoryNet-3,Liabilities-0,Liabilities-1,Liabilities-2,Liabilities-3,LiabilitiesCurrent-0,LiabilitiesCurrent-1,LiabilitiesCurrent-2,LiabilitiesCurrent-3,LongTermDebt-0,LongTermDebt-1,LongTermDebt-2,LongTermDebt-3,AssetsNoncurrent-0,AssetsNoncurrent-1,AssetsNoncurrent-2,AssetsNoncurrent-3,PropertyPlantAndEquipmentNet-0,PropertyPlantAndEquipmentNet-1,PropertyPlantAndEquipmentNet-2,PropertyPlantAndEquipmentNet-3,ShortTermBorrowings-0,ShortTermBorrowings-1,ShortTermBorrowings-2,ShortTermBorrowings-3,StockholdersEquity-0,StockholdersEquity-1,StockholdersEquity-2,StockholdersEquity-3,EntityCommonStockSharesOutstanding-0,MarketCap,dividend,splits,close,static_quantile,dynamic_quantile,category,CostsAndExpenses-0,CostsAndExpenses-1,CostsAndExpenses-2,CostsAndExpenses-3,DepreciationAndAmortization-0,DepreciationAndAmortization-1,DepreciationAndAmortization-2,DepreciationAndAmortization-3,EarningsPerShareDiluted-0,EarningsPerShareDiluted-1,EarningsPerShareDiluted-2,EarningsPerShareDiluted-3,GrossProfit-0,GrossProfit-1,GrossProfit-2,GrossProfit-3,IncomeTaxesPaidNet-0,IncomeTaxesPaidNet-1,IncomeTaxesPaidNet-2,IncomeTaxesPaidNet-3,NetIncomeLoss-0,NetIncomeLoss-1,NetIncomeLoss-2,NetIncomeLoss-3,OperatingIncomeLoss-0,OperatingIncomeLoss-1,OperatingIncomeLoss-2,OperatingIncomeLoss-3,Revenues-0,Revenues-1,Revenues-2,Revenues-3,FreeCashFlow-0,FreeCashFlow-1,FreeCashFlow-2,FreeCashFlow-3,EntityCommonStockSharesOutstanding-0,MarketCap,dividend,splits,close,static_quantile,dynamic_quantile,category
2019-07-26,1168100000.0,1316900000.0,1257200000.0,1207800000.0,4200500000.0,4823000000.0,4349900000.0,3947900000.0,38006800000.0,42359200000.0,40946500000.0,36475300000.0,12597500000.0,18332700000.0,15746500000.0,12977300000.0,2036400000.0,6817300000.0,3069900000.0,3238000000.0,3055200000.0,4155500000.0,4346000000.0,3759900000.0,35441800000.0,30738400000.0,26776800000.0,21819100000.0,11236100000.0,13055200000.0,11294500000.0,8401000000.0,9005900000.0,9005900000.0,9005900000.0,7978500000.0,25409300000.0,24026500000.0,25200000000.0,23498000000.0,7780000000.0,8770800000.0,8582800000.0,8066100000.0,2354900000.0,3049100000.0,2444200000.0,645800000.0,2565000000.0,11620800000.0,14169700000.0,14656200000.0,970830868.0,105111854819.34525,0.0,0.0,108.2699966430664,112.81999969482422,116.79000091552734,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-27,1168100000.0,1316900000.0,1257200000.0,1207800000.0,4200500000.0,4823000000.0,4349900000.0,3947900000.0,38006800000.0,42359200000.0,40946500000.0,36475300000.0,12597500000.0,18332700000.0,15746500000.0,12977300000.0,2036400000.0,6817300000.0,3069900000.0,3238000000.0,3055200000.0,4155500000.0,4346000000.0,3759900000.0,35441800000.0,30738400000.0,26776800000.0,21819100000.0,11236100000.0,13055200000.0,11294500000.0,8401000000.0,9005900000.0,9005900000.0,9005900000.0,7978500000.0,25409300000.0,24026500000.0,25200000000.0,23498000000.0,7780000000.0,8770800000.0,8582800000.0,8066100000.0,2354900000.0,3049100000.0,2444200000.0,645800000.0,2565000000.0,11620800000.0,14169700000.0,14656200000.0,970830868.0,105111854819.34525,0.0,0.0,108.2699966430664,112.81999969482422,116.79000091552734,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-28,1168100000.0,1316900000.0,1257200000.0,1207800000.0,4200500000.0,4823000000.0,4349900000.0,3947900000.0,38006800000.0,42359200000.0,40946500000.0,36475300000.0,12597500000.0,18332700000.0,15746500000.0,12977300000.0,2036400000.0,6817300000.0,3069900000.0,3238000000.0,3055200000.0,4155500000.0,4346000000.0,3759900000.0,35441800000.0,30738400000.0,26776800000.0,21819100000.0,11236100000.0,13055200000.0,11294500000.0,8401000000.0,9005900000.0,9005900000.0,9005900000.0,7978500000.0,25409300000.0,24026500000.0,25200000000.0,23498000000.0,7780000000.0,8770800000.0,8582800000.0,8066100000.0,2354900000.0,3049100000.0,2444200000.0,645800000.0,2565000000.0,11620800000.0,14169700000.0,14656200000.0,970830868.0,105111854819.34525,0.0,0.0,108.2699966430664,112.81999969482422,116.7739974975586,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-29,1168100000.0,1316900000.0,1257200000.0,1207800000.0,4200500000.0,4823000000.0,4349900000.0,3947900000.0,38006800000.0,42359200000.0,40946500000.0,36475300000.0,12597500000.0,18332700000.0,15746500000.0,12977300000.0,2036400000.0,6817300000.0,3069900000.0,3238000000.0,3055200000.0,4155500000.0,4346000000.0,3759900000.0,35441800000.0,30738400000.0,26776800000.0,21819100000.0,11236100000.0,13055200000.0,11294500000.0,8401000000.0,9005900000.0,9005900000.0,9005900000.0,7978500000.0,25409300000.0,24026500000.0,25200000000.0,23498000000.0,7780000000.0,8770800000.0,8582800000.0,8066100000.0,2354900000.0,3049100000.0,2444200000.0,645800000.0,2565000000.0,11620800000.0,14169700000.0,14656200000.0,965432952.0,104961871719.94702,0.0,0.0,108.72000122070312,112.81999969482422,116.73800201416016,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-30,1168100000.0,1316900000.0,1257200000.0,1207800000.0,4200500000.0,4823000000.0,4349900000.0,3947900000.0,38006800000.0,42359200000.0,40946500000.0,36475300000.0,12597500000.0,18332700000.0,15746500000.0,12977300000.0,2036400000.0,6817300000.0,3069900000.0,3238000000.0,3055200000.0,4155500000.0,4346000000.0,3759900000.0,35441800000.0,30738400000.0,26776800000.0,21819100000.0,11236100000.0,13055200000.0,11294500000.0,8401000000.0,9005900000.0,9005900000.0,9005900000.0,7978500000.0,25409300000.0,24026500000.0,25200000000.0,23498000000.0,7780000000.0,8770800000.0,8582800000.0,8066100000.0,2354900000.0,3049100000.0,2444200000.0,645800000.0,2565000000.0,11620800000.0,14169700000.0,14656200000.0,965432952.0,104932909909.89404,0.0,0.0,108.69000244140624,112.81999969482422,116.66600189208984,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-31,1168100000.0,1316900000.0,1257200000.0,1207800000.0,4200500000.0,4823000000.0,4349900000.0,3947900000.0,38006800000.0,42359200000.0,40946500000.0,36475300000.0,12597500000.0,18332700000.0,15746500000.0,12977300000.0,2036400000.0,6817300000.0,3069900000.0,3238000000.0,3055200000.0,4155500000.0,4346000000.0,3759900000.0,35441800000.0,30738400000.0,26776800000.0,21819100000.0,11236100000.0,13055200000.0,11294500000.0,8401000000.0,9005900000.0,9005900000.0,9005900000.0,7978500000.0,25409300000.0,24026500000.0,25200000000.0,23498000000.0,7780000000.0,8770800000.0,8582800000.0,8066100000.0,2354900000.0,3049100000.0,2444200000.0,645800000.0,2565000000.0,11620800000.0,14169700000.0,14656200000.0,965432952.0,105183917174.13245,0.0,0.0,108.9499969482422,112.81999969482422,116.59400177001952,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-01,1168100000.0,1316900000.0,1257200000.0,1207800000.0,4200500000.0,4823000000.0,4349900000.0,3947900000.0,38006800000.0,42359200000.0,40946500000.0,36475300000.0,12597500000.0,18332700000.0,15746500000.0,12977300000.0,2036400000.0,6817300000.0,3069900000.0,3238000000.0,3055200000.0,4155500000.0,4346000000.0,3759900000.0,35441800000.0,30738400000.0,26776800000.0,21819100000.0,11236100000.0,13055200000.0,11294500000.0,8401000000.0,9005900000.0,9005900000.0,9005900000.0,7978500000.0,25409300000.0,24026500000.0,25200000000.0,23498000000.0,7780000000.0,8770800000.0,8582800000.0,8066100000.0,2354900000.0,3049100000.0,2444200000.0,645800000.0,2565000000.0,11620800000.0,14169700000.0,14656200000.0,965432952.0,106689997587.90729,0.0,0.0,110.51000213623048,112.81999969482422,116.31600036621091,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-02,1198900000.0,1316900000.0,1257200000.0,1207800000.0,4612500000.0,4823000000.0,4349900000.0,3947900000.0,38666400000.0,42359200000.0,40946500000.0,36475300000.0,13454500000.0,18332700000.0,15746500000.0,12977300000.0,2290200000.0,6817300000.0,3069900000.0,3238000000.0,3181100000.0,4155500000.0,4346000000.0,3759900000.0,35809100000.0,30738400000.0,26776800000.0,21819100000.0,11855400000.0,13055200000.0,11294500000.0,8401000000.0,9005900000.0,9005900000.0,9005900000.0,7978500000.0,25211900000.0,24026500000.0,25200000000.0,23498000000.0,7847500000.0,8770800000.0,8582800000.0,8066100000.0,2068600000.0,3049100000.0,2444200000.0,645800000.0,2857300000.0,11620800000.0,14169700000.0,14656200000.0,965432952.0,108533970696.07948,0.0,0.0,112.41999816894533,112.4999984741211,116.23400268554688,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-03,1198900000.0,1316900000.0,1257200000.0,1207800000.0,4612500000.0,4823000000.0,4349900000.0,3947900000.0,38666400000.0,42359200000.0,40946500000.0,36475300000.0,13454500000.0,18332700000.0,15746500000.0,12977300000.0,2290200000.0,6817300000.0,3069900000.0,3238000000.0,3181100000.0,4155500000.0,4346000000.0,3759900000.0,35809100000.0,30738400000.0,26776800000.0,21819100000.0,11855400000.0,13055200000.0,11294500000.0,8401000000.0,9005900000.0,9005900000.0,9005900000.0,7978500000.0,25211900000.0,24026500000.0,25200000000.0,23498000000.0,7847500000.0,8770800000.0,8582800000.0,8066100000.0,2068600000.0,3049100000.0,2444200000.0,645800000.0,2857300000.0,11620800000.0,14169700000.0,14656200000.0,965432952.0,108533970696.07948,0.0,0.0,112.41999816894533,112.41999816894533,116.2220016479492,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-04,1198900000.0,1316900000.0,1257200000.0,1207800000.0,4612500000.0,4823000000.0,4349900000.0,3947900000.0,38666400000.0,42359200000.0,40946500000.0,36475300000.0,13454500000.0,18332700000.0,15746500000.0,12977300000.0,2290200000.0,6817300000.0,3069900000.0,3238000000.0,3181100000.0,4155500000.0,4346000000.0,3759900000.0,35809100000.0,30738400000.0,26776800000.0,21819100000.0,11855400000.0,13055200000.0,11294500000.0,8401000000.0,9005900000.0,9005900000.0,9005900000.0,7978500000.0,25211900000.0,24026500000.0,25200000000.0,23498000000.0,7847500000.0,8770800000.0,8582800000.0,8066100000.0,2068600000.0,3049100000.0,2444200000.0,645800000.0,2857300000.0,11620800000.0,14169700000.0,14656200000.0,965432952.0,108533970696.07948,0.0,0.0,112.41999816894533,112.41999816894533,116.22000122070312,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-05,1198900000.0,1316900000.0,1257200000.0,1207800000.0,4612500000.0,4823000000.0,4349900000.0,3947900000.0,38666400000.0,42359200000.0,40946500000.0,36475300000.0,13454500000.0,18332700000.0,15746500000.0,12977300000.0,2290200000.0,6817300000.0,3069900000.0,3238000000.0,3181100000.0,4155500000.0,4346000000.0,3759900000.0,35809100000.0,30738400000.0,26776800000.0,21819100000.0,11855400000.0,13055200000.0,11294500000.0,8401000000.0,9005900000.0,9005900000.0,9005900000.0,7978500000.0,25211900000.0,24026500000.0,25200000000.0,23498000000.0,7847500000.0,8770800000.0,8582800000.0,8066100000.0,2068600000.0,3049100000.0,2444200000.0,645800000.0,2857300000.0,11620800000.0,14169700000.0,14656200000.0,965432952.0,104952215328.03972,0.0,0.0,108.70999908447266,111.6999969482422,116.22000122070312,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-06,1198900000.0,1316900000.0,1257200000.0,1207800000.0,4612500000.0,4823000000.0,4349900000.0,3947900000.0,38666400000.0,42359200000.0,40946500000.0,36475300000.0,13454500000.0,18332700000.0,15746500000.0,12977300000.0,2290200000.0,6817300000.0,3069900000.0,3238000000.0,3181100000.0,4155500000.0,4346000000.0,3759900000.0,35809100000.0,30738400000.0,26776800000.0,21819100000.0,11855400000.0,13055200000.0,11294500000.0,8401000000.0,9005900000.0,9005900000.0,9005900000.0,7978500000.0,25211900000.0,24026500000.0,25200000000.0,23498000000.0,7847500000.0,8770800000.0,8582800000.0,8066100000.0,2068600000.0,3049100000.0,2444200000.0,645800000.0,2857300000.0,11620800000.0,14169700000.0,14656200000.0,965432952.0,107549232325.93378,0.0,0.0,111.4000015258789,111.4240005493164,116.22000122070312,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-07,1198900000.0,1316900000.0,1257200000.0,1207800000.0,4612500000.0,4823000000.0,4349900000.0,3947900000.0,38666400000.0,42359200000.0,40946500000.0,36475300000.0,13454500000.0,18332700000.0,15746500000.0,12977300000.0,2290200000.0,6817300000.0,3069900000.0,3238000000.0,3181100000.0,4155500000.0,4346000000.0,3759900000.0,35809100000.0,30738400000.0,26776800000.0,21819100000.0,11855400000.0,13055200000.0,11294500000.0,8401000000.0,9005900000.0,9005900000.0,9005900000.0,7978500000.0,25211900000.0,24026500000.0,25200000000.0,23498000000.0,7847500000.0,8770800000.0,8582800000.0,8066100000.0,2068600000.0,3049100000.0,2444200000.0,645800000.0,2857300000.0,11620800000.0,14169700000.0,14656200000.0,965432952.0,107278912277.8808,0.0,0.0,111.12000274658205,111.17600250244142,116.22000122070312,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-08,1198900000.0,1316900000.0,1257200000.0,1207800000.0,4612500000.0,4823000000.0,4349900000.0,3947900000.0,38666400000.0,42359200000.0,40946500000.0,36475300000.0,13454500000.0,18332700000.0,15746500000.0,12977300000.0,2290200000.0,6817300000.0,3069900000.0,3238000000.0,3181100000.0,4155500000.0,4346000000.0,3759900000.0,35809100000.0,30738400000.0,26776800000.0,21819100000.0,11855400000.0,13055200000.0,11294500000.0,8401000000.0,9005900000.0,9005900000.0,9005900000.0,7978500000.0,25211900000.0,24026500000.0,25200000000.0,23498000000.0,7847500000.0,8770800000.0,8582800000.0,8066100000.0,2068600000.0,3049100000.0,2444200000.0,645800000.0,2857300000.0,11620800000.0,14169700000.0,14656200000.0,965432952.0,110030394717.94702,0.0,0.0,113.97000122070312,111.17600250244142,116.052001953125,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-09,1198900000.0,1316900000.0,1257200000.0,1207800000.0,4612500000.0,4823000000.0,4349900000.0,3947900000.0,38666400000.0,42359200000.0,40946500000.0,36475300000.0,13454500000.0,18332700000.0,15746500000.0,12977300000.0,2290200000.0,6817300000.0,3069900000.0,3238000000.0,3181100000.0,4155500000.0,4346000000.0,3759900000.0,35809100000.0,30738400000.0,26776800000.0,21819100000.0,11855400000.0,13055200000.0,11294500000.0,8401000000.0,9005900000.0,9005900000.0,9005900000.0,7978500000.0,25211900000.0,24026500000.0,25200000000.0,23498000000.0,7847500000.0,8770800000.0,8582800000.0,8066100000.0,2068600000.0,3049100000.0,2444200000.0,645800000.0,2857300000.0,11620800000.0,14169700000.0,14656200000.0,965432952.0,109837303708.14568,0.0,0.0,113.7699966430664,111.17600250244142,116.01000213623048,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-10,1198900000.0,1316900000.0,1257200000.0,1207800000.0,4612500000.0,4823000000.0,4349900000.0,3947900000.0,38666400000.0,42359200000.0,40946500000.0,36475300000.0,13454500000.0,18332700000.0,15746500000.0,12977300000.0,2290200000.0,6817300000.0,3069900000.0,3238000000.0,3181100000.0,4155500000.0,4346000000.0,3759900000.0,35809100000.0,30738400000.0,26776800000.0,21819100000.0,11855400000.0,13055200000.0,11294500000.0,8401000000.0,9005900000.0,9005900000.0,9005900000.0,7978500000.0,25211900000.0,24026500000.0,25200000000.0,23498000000.0,7847500000.0,8770800000.0,8582800000.0,8066100000.0,2068600000.0,3049100000.0,2444200000.0,645800000.0,2857300000.0,11620800000.0,14169700000.0,14656200000.0,965432952.0,109837303708.14568,0.0,0.0,113.7699966430664,111.6040008544922,116.01000213623048,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-11,1198900000.0,1316900000.0,1257200000.0,1207800000.0,4612500000.0,4823000000.0,4349900000.0,3947900000.0,38666400000.0,42359200000.0,40946500000.0,36475300000.0,13454500000.0,18332700000.0,15746500000.0,12977300000.0,2290200000.0,6817300000.0,3069900000.0,3238000000.0,3181100000.0,4155500000.0,4346000000.0,3759900000.0,35809100000.0,30738400000.0,26776800000.0,21819100000.0,11855400000.0,13055200000.0,11294500000.0,8401000000.0,9005900000.0,9005900000.0,9005900000.0,7978500000.0,25211900000.0,24026500000.0,25200000000.0,23498000000.0,7847500000.0,8770800000.0,8582800000.0,8066100000.0,2068600000.0,3049100000.0,2444200000.0,645800000.0,2857300000.0,11620800000.0,14169700000.0,14656200000.0,965432952.0,109837303708.14568,0.0,0.0,113.7699966430664,112.41999816894533,116.01000213623048,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-12,1198900000.0,1316900000.0,1257200000.0,1207800000.0,4612500000.0,4823000000.0,4349900000.0,3947900000.0,38666400000.0,42359200000.0,40946500000.0,36475300000.0,13454500000.0,18332700000.0,15746500000.0,12977300000.0,2290200000.0,6817300000.0,3069900000.0,3238000000.0,3181100000.0,4155500000.0,4346000000.0,3759900000.0,35809100000.0,30738400000.0,26776800000.0,21819100000.0,11855400000.0,13055200000.0,11294500000.0,8401000000.0,9005900000.0,9005900000.0,9005900000.0,7978500000.0,25211900000.0,24026500000.0,25200000000.0,23498000000.0,7847500000.0,8770800000.0,8582800000.0,8066100000.0,2068600000.0,3049100000.0,2444200000.0,645800000.0,2857300000.0,11620800000.0,14169700000.0,14656200000.0,965432952.0,109673181874.06622,0.0,0.0,113.5999984741211,112.41999816894533,116.01000213623048,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-13,1198900000.0,1316900000.0,1257200000.0,1207800000.0,4612500000.0,4823000000.0,4349900000.0,3947900000.0,38666400000.0,42359200000.0,40946500000.0,36475300000.0,13454500000.0,18332700000.0,15746500000.0,12977300000.0,2290200000.0,6817300000.0,3069900000.0,3238000000.0,3181100000.0,4155500000.0,4346000000.0,3759900000.0,35809100000.0,30738400000.0,26776800000.0,21819100000.0,11855400000.0,13055200000.0,11294500000.0,8401000000.0,9005900000.0,9005900000.0,9005900000.0,7978500000.0,25211900000.0,24026500000.0,25200000000.0,23498000000.0,7847500000.0,8770800000.0,8582800000.0,8066100000.0,2068600000.0,3049100000.0,2444200000.0,645800000.0,2857300000.0,11620800000.0,14169700000.0,14656200000.0,965432952.0,111700589600.13245,0.0,0.0,115.6999969482422,112.65599822998048,116.01000213623048,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-14,1198900000.0,1316900000.0,1257200000.0,1207800000.0,4612500000.0,4823000000.0,4349900000.0,3947900000.0,38666400000.0,42359200000.0,40946500000.0,36475300000.0,13454500000.0,18332700000.0,15746500000.0,12977300000.0,2290200000.0,6817300000.0,3069900000.0,3238000000.0,3181100000.0,4155500000.0,4346000000.0,3759900000.0,35809100000.0,30738400000.0,26776800000.0,21819100000.0,11855400000.0,13055200000.0,11294500000.0,8401000000.0,9005900000.0,9005900000.0,9005900000.0,7978500000.0,25211900000.0,24026500000.0,25200000000.0,23498000000.0,7847500000.0,8770800000.0,8582800000.0,8066100000.0,2068600000.0,3049100000.0,2444200000.0,645800000.0,2857300000.0,11620800000.0,14169700000.0,14656200000.0,965432952.0,106477601159.96028,0.645,0.0,110.29000091552734,112.65599822998048,115.95400238037108,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-15,1198900000.0,1316900000.0,1257200000.0,1207800000.0,4612500000.0,4823000000.0,4349900000.0,3947900000.0,38666400000.0,42359200000.0,40946500000.0,36475300000.0,13454500000.0,18332700000.0,15746500000.0,12977300000.0,2290200000.0,6817300000.0,3069900000.0,3238000000.0,3181100000.0,4155500000.0,4346000000.0,3759900000.0,35809100000.0,30738400000.0,26776800000.0,21819100000.0,11855400000.0,13055200000.0,11294500000.0,8401000000.0,9005900000.0,9005900000.0,9005900000.0,7978500000.0,25211900000.0,24026500000.0,25200000000.0,23498000000.0,7847500000.0,8770800000.0,8582800000.0,8066100000.0,2068600000.0,3049100000.0,2444200000.0,645800000.0,2857300000.0,11620800000.0,14169700000.0,14656200000.0,965432952.0,106419677539.85432,0.0,0.0,110.2300033569336,112.65599822998048,115.94000244140624,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-16,1198900000.0,1316900000.0,1257200000.0,1207800000.0,4612500000.0,4823000000.0,4349900000.0,3947900000.0,38666400000.0,42359200000.0,40946500000.0,36475300000.0,13454500000.0,18332700000.0,15746500000.0,12977300000.0,2290200000.0,6817300000.0,3069900000.0,3238000000.0,3181100000.0,4155500000.0,4346000000.0,3759900000.0,35809100000.0,30738400000.0,26776800000.0,21819100000.0,11855400000.0,13055200000.0,11294500000.0,8401000000.0,9005900000.0,9005900000.0,9005900000.0,7978500000.0,25211900000.0,24026500000.0,25200000000.0,23498000000.0,7847500000.0,8770800000.0,8582800000.0,8066100000.0,2068600000.0,3049100000.0,2444200000.0,645800000.0,2857300000.0,11620800000.0,14169700000.0,14656200000.0,965432952.0,106699646614.14568,0.0,0.0,110.5199966430664,112.65599822998048,115.94000244140624,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-17,1198900000.0,1316900000.0,1257200000.0,1207800000.0,4612500000.0,4823000000.0,4349900000.0,3947900000.0,38666400000.0,42359200000.0,40946500000.0,36475300000.0,13454500000.0,18332700000.0,15746500000.0,12977300000.0,2290200000.0,6817300000.0,3069900000.0,3238000000.0,3181100000.0,4155500000.0,4346000000.0,3759900000.0,35809100000.0,30738400000.0,26776800000.0,21819100000.0,11855400000.0,13055200000.0,11294500000.0,8401000000.0,9005900000.0,9005900000.0,9005900000.0,7978500000.0,25211900000.0,24026500000.0,25200000000.0,23498000000.0,7847500000.0,8770800000.0,8582800000.0,8066100000.0,2068600000.0,3049100000.0,2444200000.0,645800000.0,2857300000.0,11620800000.0,14169700000.0,14656200000.0,965432952.0,106699646614.14568,0.0,0.0,110.5199966430664,112.65599822998048,115.90800170898436,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-18,1198900000.0,1316900000.0,1257200000.0,1207800000.0,4612500000.0,4823000000.0,4349900000.0,3947900000.0,38666400000.0,42359200000.0,40946500000.0,36475300000.0,13454500000.0,18332700000.0,15746500000.0,12977300000.0,2290200000.0,6817300000.0,3069900000.0,3238000000.0,3181100000.0,4155500000.0,4346000000.0,3759900000.0,35809100000.0,30738400000.0,26776800000.0,21819100000.0,11855400000.0,13055200000.0,11294500000.0,8401000000.0,9005900000.0,9005900000.0,9005900000.0,7978500000.0,25211900000.0,24026500000.0,25200000000.0,23498000000.0,7847500000.0,8770800000.0,8582800000.0,8066100000.0,2068600000.0,3049100000.0,2444200000.0,645800000.0,2857300000.0,11620800000.0,14169700000.0,14656200000.0,965432952.0,106699646614.14568,0.0,0.0,110.5199966430664,112.65599822998048,115.78800201416016,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-19,1198900000.0,1316900000.0,1257200000.0,1207800000.0,4612500000.0,4823000000.0,4349900000.0,3947900000.0,38666400000.0,42359200000.0,40946500000.0,36475300000.0,13454500000.0,18332700000.0,15746500000.0,12977300000.0,2290200000.0,6817300000.0,3069900000.0,3238000000.0,3181100000.0,4155500000.0,4346000000.0,3759900000.0,35809100000.0,30738400000.0,26776800000.0,21819100000.0,11855400000.0,13055200000.0,11294500000.0,8401000000.0,9005900000.0,9005900000.0,9005900000.0,7978500000.0,25211900000.0,24026500000.0,25200000000.0,23498000000.0,7847500000.0,8770800000.0,8582800000.0,8066100000.0,2068600000.0,3049100000.0,2444200000.0,645800000.0,2857300000.0,11620800000.0,14169700000.0,14656200000.0,965432952.0,108640168910.05298,0.0,0.0,112.52999877929688,112.74399871826172,115.71199798583986,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-20,1198900000.0,1316900000.0,1257200000.0,1207800000.0,4612500000.0,4823000000.0,4349900000.0,3947900000.0,38666400000.0,42359200000.0,40946500000.0,36475300000.0,13454500000.0,18332700000.0,15746500000.0,12977300000.0,2290200000.0,6817300000.0,3069900000.0,3238000000.0,3181100000.0,4155500000.0,4346000000.0,3759900000.0,35809100000.0,30738400000.0,26776800000.0,21819100000.0,11855400000.0,13055200000.0,11294500000.0,8401000000.0,9005900000.0,9005900000.0,9005900000.0,7978500000.0,25211900000.0,24026500000.0,25200000000.0,23498000000.0,7847500000.0,8770800000.0,8582800000.0,8066100000.0,2068600000.0,3049100000.0,2444200000.0,645800000.0,2857300000.0,11620800000.0,14169700000.0,14656200000.0,965432952.0,107172714063.90729,0.0,0.0,111.01000213623048,112.74399871826172,115.6439971923828,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-21,1198900000.0,1316900000.0,1257200000.0,1207800000.0,4612500000.0,4823000000.0,4349900000.0,3947900000.0,38666400000.0,42359200000.0,40946500000.0,36475300000.0,13454500000.0,18332700000.0,15746500000.0,12977300000.0,2290200000.0,6817300000.0,3069900000.0,3238000000.0,3181100000.0,4155500000.0,4346000000.0,3759900000.0,35809100000.0,30738400000.0,26776800000.0,21819100000.0,11855400000.0,13055200000.0,11294500000.0,8401000000.0,9005900000.0,9005900000.0,9005900000.0,7978500000.0,25211900000.0,24026500000.0,25200000000.0,23498000000.0,7847500000.0,8770800000.0,8582800000.0,8066100000.0,2068600000.0,3049100000.0,2444200000.0,645800000.0,2857300000.0,11620800000.0,14169700000.0,14656200000.0,965432952.0,107607155946.03972,0.0,0.0,111.45999908447266,112.74399871826172,115.5739974975586,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
