,Unnamed: 0,EntityCommonStockSharesOutstanding-0,MarketCap,dividend,splits
1409,2010-08-03,25579760640.0,239289525437.19727,0.0,0.0
1410,2010-08-04,25579760640.0,240248776219.1016,0.0,0.0
1411,2010-08-05,25579760640.0,239079413362.9248,0.0,0.0
1412,2010-08-06,25579760640.0,237608580053.4961,0.0,0.0
1413,,,,,
1414,,,,,
1415,2010-08-09,25579760640.0,239125080355.03415,0.0,0.0
1416,2010-08-10,25579760640.0,236987343076.43555,0.0,0.0
1417,2010-08-11,25579760640.0,228564295692.6123,0.0,0.0
1418,2010-08-12,25579760640.0,230026005361.52344,0.0,0.0
1419,2010-08-13,25579760640.0,227568525953.87692,0.0,0.0
1420,,,,,
1421,,,,,
1422,2010-08-16,25579760640.0,226234718015.5371,0.0,0.0
1423,2010-08-17,25579760640.0,230190450443.6865,0.0,0.0
1424,2010-08-18,25579760640.0,231195343822.93945,0.0,0.0
1425,2010-08-19,25579760640.0,228281096915.15625,0.0,0.0
1426,2010-08-20,25579760640.0,228061836805.60547,0.0,0.0
1427,,,,,
1428,,,,,
1429,2010-08-23,25579760640.0,224553748237.0752,0.0,0.0
1430,2010-08-24,25579760640.0,219191145562.1631,0.0,0.0
1431,2010-08-25,25579760640.0,221895280395.67383,0.0,0.0
1432,2010-08-26,25579760640.0,219510887691.2109,0.0,0.0
1433,2010-08-27,25579760640.0,220735065574.7754,0.0,0.0
1434,,,,,
1435,,,,,
1436,2010-08-30,25579760640.0,221538994915.03415,0.0,0.0
1437,2010-08-31,25579760640.0,222087145188.91116,0.0,0.0
1438,2010-09-01,25579760640.0,228692197423.1836,0.0,0.0
1439,2010-09-02,25579760640.0,230373142806.8848,0.0,0.0
1440,2010-09-03,25579760640.0,236402673845.72757,0.0,0.0
1441,,,,,
1442,,,,,
1443,,,,,
1444,2010-09-07,25579760640.0,235525657802.2852,0.0,0.0
1445,2010-09-08,25579760640.0,240193961191.71387,0.0,0.0
1446,2010-09-09,25579760640.0,240330986562.80276,0.0,0.0
1447,2010-09-10,25579760640.0,240641605051.333,0.0,0.0
1448,,,,,
1449,,,,,
1450,2010-09-13,25579760640.0,243957828826.626,0.0,0.0
1451,2010-09-14,25579760640.0,244889659897.45605,0.0,0.0
1452,2010-09-15,25579760640.0,246862952093.8916,0.0,0.0
1453,2010-09-16,25579760640.0,252664074987.90527,0.0,0.0
1454,2010-09-17,25579760640.0,251567823229.67285,0.0,0.0
1455,,,,,
1456,,,,,
1457,2010-09-20,25579760640.0,258748421054.1357,0.0,0.0
1458,2010-09-21,25579760640.0,259241731905.86423,0.0,0.0
1459,2010-09-22,25579760640.0,262877722204.96585,0.0,0.0
1460,2010-09-23,25579760640.0,263946578646.8848,0.0,0.0
1461,2010-09-24,25579760640.0,267052690347.90527,0.0,0.0
1462,,,,,
1463,,,,,
1464,2010-09-27,25579760640.0,265992957546.5039,0.0,0.0
1465,2010-09-28,25579760640.0,262064644829.4287,0.0,0.0
1466,2010-09-29,25579760640.0,262530560364.84372,0.0,0.0
1467,2010-09-30,25579760640.0,259223484624.8291,0.0,0.0
1468,2010-10-01,25579760640.0,258099788760.7617,0.0,0.0
1469,,,,,
1470,,,,,
1471,2010-10-04,25579760640.0,254555181235.4004,0.0,0.0
1472,2010-10-05,25579760640.0,263964874717.4414,0.0,0.0
1473,2010-10-06,25579760640.0,264193234072.74905,0.0,0.0
1474,2010-10-07,25579760640.0,264220653783.82324,0.0,0.0
1475,2010-10-08,25579760640.0,268651425387.90527,0.0,0.0
1476,,,,,
1477,,,,,
1478,2010-10-11,25579760640.0,269829911884.5996,0.0,0.0
1479,2010-10-12,25579760640.0,272735059546.626,0.0,0.0
1480,2010-10-13,25579760640.0,274196769215.5371,0.0,0.0
1481,2010-10-14,25579760640.0,276179209447.251,0.0,0.0
1482,2010-10-15,25684598772.0,288713230880.43176,0.0,0.0
1483,,,,,
1484,,,,,
1485,2010-10-18,25684598772.0,291703671478.99554,0.0,0.0
1486,2010-10-19,25684598772.0,283897368610.68176,0.0,0.0
1487,2010-10-20,25684598772.0,284851365334.2126,0.0,0.0
1488,2010-10-21,25684598772.0,283924900700.88763,0.0,0.0
1489,2010-10-22,25684598772.0,282044414849.2897,0.0,0.0
1490,,,,,
1491,,,,,
1492,2010-10-25,25684598772.0,283301117596.6322,0.0,0.0
1493,2010-10-26,25684598772.0,282576465144.09576,0.0,0.0
1494,2010-10-27,25684598772.0,282374652963.30725,0.0,0.0
1495,2010-10-28,25684598772.0,279998834435.42505,0.0,0.0
1496,2010-10-29,25684598772.0,276091090237.1101,0.0,0.0
1497,,,,,
1498,,,,,
1499,2010-11-01,25684598772.0,279026466655.26215,0.0,0.0
1500,2010-11-02,25684598772.0,283778103711.02655,0.0,0.0
1501,2010-11-03,25684598772.0,286933663366.5991,0.0,0.0
1502,2010-11-04,25684598772.0,291951337817.13763,0.0,0.0
1503,2010-11-05,25684598772.0,290905583789.4153,0.0,0.0
1504,,,,,
1505,,,,,
1506,2010-11-08,25684598772.0,292272390402.8392,0.0,0.0
1507,2010-11-09,25684598772.0,289942426032.3106,0.0,0.0
1508,2010-11-10,25684598772.0,291731179074.4592,0.0,0.0
1509,2010-11-11,25684598772.0,290465315293.54285,0.0,0.0
1510,2010-11-12,25684598772.0,282558094087.4637,0.0,0.0
1511,,,,,
1512,,,,,
1513,2010-11-15,25684598772.0,281649976016.0286,0.0,0.0
1514,2010-11-16,25684598772.0,276650648127.37994,0.0,0.0
1515,2010-11-17,25684598772.0,275650797246.49554,0.0,0.0
1516,2010-11-18,25684598772.0,282925025325.26105,0.0,0.0
1517,2010-11-19,25684598772.0,281365616554.1068,0.0,0.0
1518,,,,,
1519,,,,,
1520,2010-11-22,25684598772.0,287447367099.5154,0.0,0.0
1521,2010-11-23,25684598772.0,283200199258.8668,0.0,0.0
1522,2010-11-24,25684598772.0,288768270566.1013,0.0,0.0
1523,,,,,
1524,2010-11-26,25684598772.0,288951736185.0,0.0,0.0
1525,,,,,
1526,,,,,
1527,2010-11-29,25684598772.0,290667102979.5892,0.0,0.0
1528,2010-11-30,25684598772.0,285420108752.79846,0.0,0.0
1529,2010-12-01,25684598772.0,290235971022.54846,0.0,0.0
1530,2010-12-02,25684598772.0,291841258445.79846,0.0,0.0
1531,2010-12-03,25684598772.0,291189967746.0793,0.0,0.0
1532,,,,,
1533,,,,,
1534,2010-12-06,25684598772.0,293675890140.04285,0.0,0.0
1535,2010-12-07,25684598772.0,291896298131.468,0.0,0.0
1536,2010-12-08,25684598772.0,294464743311.82275,0.0,0.0
1537,2010-12-09,25684598772.0,293318119935.8194,0.0,0.0
1538,2010-12-10,25684598772.0,294051957916.6718,0.0,0.0
1539,,,,,
1540,,,,,
1541,2010-12-13,25684598772.0,295070155359.4461,0.0,0.0
1542,2010-12-14,25684598772.0,293804291578.5297,0.0,0.0
1543,2010-12-15,25684598772.0,293868516792.5154,0.0,0.0
1544,2010-12-16,25684598772.0,294684902054.5011,0.0,0.0
1545,2010-12-17,25684598772.0,294097836568.7676,0.0,0.0
1546,,,,,
1547,,,,,
1548,2010-12-20,25684598772.0,295565512530.47253,0.0,0.0
1549,2010-12-21,25684598772.0,297390958696.4009,0.0,0.0
1550,2010-12-22,25684598772.0,298271569172.37225,0.0,0.0
1551,2010-12-23,25684598772.0,296840586334.4471,0.0,0.0
1552,,,,,
1553,,,,,
1554,,,,,
1555,2010-12-27,25684598772.0,297831251687.0155,0.0,0.0
1556,2010-12-28,25684598772.0,298555953129.0363,0.0,0.0
1557,2010-12-29,25684598772.0,298390834072.02747,0.0,0.0
1558,2010-12-30,25684598772.0,296895626020.1167,0.0,0.0
1559,2010-12-31,25684598772.0,295886589610.91626,0.0,0.0
1560,,,,,
1561,,,,,
1562,2011-01-03,25684598772.0,302316900337.4901,0.0,0.0
1563,2011-01-04,25684598772.0,303894680165.2764,0.0,0.0
1564,2011-01-05,25684598772.0,306380553569.7556,0.0,0.0
1565,2011-01-06,25684598772.0,306132911726.35565,0.0,0.0
1566,2011-01-07,25795784336.0,309659967923.80566,0.0,0.0
1567,,,,,
1568,,,,,
1569,2011-01-10,25795784336.0,315491655912.27936,0.0,0.0
1570,2011-01-11,25795784336.0,314745440543.75684,0.0,0.0
1571,2011-01-12,25795784336.0,317306553634.146,0.0,0.0
1572,2011-01-13,25795784336.0,318467365897.3282,0.0,0.0
1573,2011-01-14,25795784336.0,321046954171.2389,0.0,0.0
1574,,,,,
1575,,,,,
1576,,,,,
1577,2011-01-18,25795784336.0,313833342135.9718,0.0,0.0
1578,2011-01-19,25795784336.0,312165852269.846,0.0,0.0
1579,2011-01-20,25795784336.0,306490772827.70844,0.0,0.0
1580,2011-01-21,25795784336.0,300999953205.24695,0.0,0.0
1581,,,,,
1582,,,,,
1583,2011-01-24,25795784336.0,310885283424.26294,0.0,0.0
1584,2011-01-25,25795784336.0,314524304159.3685,0.0,0.0
1585,2011-01-26,25795784336.0,316781450049.23474,0.0,0.0
1586,2011-01-27,25795784336.0,316191818626.27136,0.0,0.0
1587,2011-01-28,25795784336.0,309641517341.06104,0.0,0.0
1588,,,,,
1589,,,,,
1590,2011-01-31,25795784336.0,312608051236.2916,0.0,0.0
1591,2011-02-01,25795784336.0,317868558384.5465,0.0,0.0
1592,2011-02-02,25795784336.0,317214448325.08496,0.0,0.0
1593,2011-02-03,25795784336.0,316403705118.5103,0.0,0.0
1594,2011-02-04,25795784336.0,319222831158.0,0.0,0.0
1595,,,,,
1596,,,,,
1597,2011-02-07,25795784336.0,324179321904.1779,0.0,0.0
1598,2011-02-08,25795784336.0,327237936507.6925,0.0,0.0
1599,2011-02-09,25795784336.0,329964932637.3441,0.0,0.0
1600,2011-02-10,25795784336.0,326629903703.5385,0.0,0.0
1601,2011-02-11,25795784336.0,328758067719.6315,0.0,0.0
1602,,,,,
1603,,,,,
1604,2011-02-14,25795784336.0,330904633116.91504,0.0,0.0
1605,2011-02-15,25795784336.0,331567943866.9718,0.0,0.0
1606,2011-02-16,25795784336.0,334543703053.57465,0.0,0.0
1607,2011-02-17,25795784336.0,330093914511.1174,0.0,0.0
1608,2011-02-18,25795784336.0,322963231695.09296,0.0,0.0
1609,,,,,
1610,,,,,
1611,,,,,
1612,2011-02-22,25795784336.0,311953941176.8301,0.0,0.0
1613,2011-02-23,25795784336.0,315648289059.39246,0.0,0.0
1614,2011-02-24,25795784336.0,315887802224.19434,0.0,0.0
1615,2011-02-25,25795784336.0,320752163060.5343,0.0,0.0
1616,,,,,
1617,,,,,
1618,2011-02-28,25795784336.0,325404612803.8582,0.0,0.0
1619,2011-03-01,25795784336.0,321811620122.5061,0.0,0.0
1620,2011-03-02,25795784336.0,324400409087.0122,0.0,0.0
1621,2011-03-03,25795784336.0,331254726774.2996,0.0,0.0
1622,2011-03-04,25795784336.0,331660098377.58685,0.0,0.0
1623,,,,,
1624,,,,,
1625,2011-03-07,25795784336.0,327385368964.2103,0.0,0.0
1626,2011-03-08,25795784336.0,327753864002.78546,0.0,0.0
1627,2011-03-09,25795784336.0,324722851471.0568,0.0,0.0
1628,2011-03-10,25795784336.0,319379439704.3362,0.0,0.0
1629,2011-03-11,25795784336.0,324280627903.8343,0.0,0.0
1630,,,,,
1631,,,,,
1632,2011-03-14,25795784336.0,325727055187.90283,0.0,0.0
1633,2011-03-15,25795784336.0,318237078023.89856,0.0,0.0
1634,2011-03-16,25795784336.0,304030941136.1986,0.0,0.0
1635,2011-03-17,25795784336.0,308296494459.75684,0.0,0.0
1636,2011-03-18,25795784336.0,304638998541.1296,0.0,0.0
1637,,,,,
1638,,,,,
1639,2011-03-21,25795784336.0,312589625254.324,0.0,0.0
1640,2011-03-22,25795784336.0,314340044339.6925,0.0,0.0
1641,2011-03-23,25795784336.0,312488294653.8906,0.0,0.0
1642,2011-03-24,25795784336.0,317813280438.6437,0.0,0.0
1643,2011-03-25,25795784336.0,323866080210.72864,0.0,0.0
1644,,,,,
1645,,,,,
1646,2011-03-28,25795784336.0,322852651202.5103,0.0,0.0
1647,2011-03-29,25795784336.0,323331726733.6681,0.0,0.0
1648,2011-03-30,25795784336.0,321185136735.60754,0.0,0.0
1649,2011-03-31,25795784336.0,321074605444.57886,0.0,0.0
1650,2011-04-01,25795784336.0,317435535507.91925,0.0,0.0
1651,,,,,
1652,,,,,
1653,2011-04-04,25795784336.0,314330843649.0972,0.0,0.0
1654,2011-04-05,25795784336.0,312211904924.3765,0.0,0.0
1655,2011-04-06,25795784336.0,311428812991.1418,0.0,0.0
1656,2011-04-07,25795784336.0,311465689555.854,0.0,0.0
1657,2011-04-08,25893127708.0,309848268006.2758,0.0,0.0
1658,,,,,
1659,,,,,
1660,2011-04-11,25893127708.0,305908822183.903,0.0,0.0
1661,2011-04-12,25893127708.0,307388438653.41565,0.0,0.0
1662,2011-04-13,25893127708.0,310837765687.3092,0.0,0.0
1663,2011-04-14,25893127708.0,307406909474.3438,0.0,0.0
1664,2011-04-15,25893127708.0,302820120643.1045,0.0,0.0
1665,,,,,
1666,,,,,
1667,2011-04-18,25893127708.0,306879799656.7865,0.0,0.0
1668,2011-04-19,25893127708.0,312437590654.52014,0.0,0.0
1669,2011-04-20,25893127708.0,316645209090.9036,0.0,0.0
1670,2011-04-21,25893127708.0,324311414665.2557,0.0,0.0
1671,,,,,
1672,,,,,
1673,,,,,
1674,2011-04-25,25893127708.0,326447609554.0989,0.0,0.0
1675,2011-04-26,25893127708.0,324052502155.3199,0.0,0.0
1676,2011-04-27,25893127708.0,323802800362.23737,0.0,0.0
1677,2011-04-28,25893127708.0,320658661665.04346,0.0,0.0
1678,2011-04-29,25893127708.0,323784329541.3092,0.0,0.0
1679,,,,,
1680,,,,,
1681,2011-05-02,25893127708.0,320224004726.5705,0.0,0.0
1682,2011-05-03,25893127708.0,321999524735.097,0.0,0.0
1683,2011-05-04,25893127708.0,323266455134.216,0.0,0.0
1684,2011-05-05,25893127708.0,320658661665.04346,0.0,0.0
1685,2011-05-06,25893127708.0,320575419502.8124,0.0,0.0
1686,,,,,
1687,,,,,
1688,2011-05-09,25893127708.0,321444683992.5365,0.0,0.0
1689,2011-05-10,25893127708.0,323155482046.98175,0.0,0.0
1690,2011-05-11,25893127708.0,321102504626.7588,0.0,0.0
1691,2011-05-12,25893127708.0,320492177340.58124,0.0,0.0
1692,2011-05-13,25893127708.0,314878924492.8413,0.0,0.0
1693,,,,,
1694,,,,,
1695,2011-05-16,25893127708.0,308220687420.45087,0.0,0.0
1696,2011-05-17,25893127708.0,310847001097.7733,0.0,0.0
1697,2011-05-18,25893127708.0,314296328131.6669,0.0,0.0
1698,2011-05-19,25893127708.0,314906680111.4553,0.0,0.0
1699,2011-05-20,25893127708.0,309996232122.5882,0.0,0.0
1700,,,,,
1701,,,,,
1702,2011-05-23,25893127708.0,309237916026.48737,0.0,0.0
1703,2011-05-24,25893127708.0,307194223403.95026,0.0,0.0
1704,2011-05-25,25893127708.0,311438832869.4118,0.0,0.0
1705,2011-05-26,25893127708.0,309792781462.6587,0.0,0.0
1706,2011-05-27,25893127708.0,312021429230.58624,0.0,0.0
1707,,,,,
1708,,,,,
1709,,,,,
1710,2011-05-31,25893127708.0,321657370062.9301,0.0,0.0
1711,2011-06-01,25893127708.0,319511939763.6228,0.0,0.0
1712,2011-06-02,25893127708.0,320057545095.7191,0.0,0.0
1713,2011-06-03,25893127708.0,317597691049.2481,0.0,0.0
1714,,,,,
1715,,,,,
1716,2011-06-06,25893127708.0,312604025591.7607,0.0,0.0
1717,2011-06-07,25893127708.0,307055494698.102,0.0,0.0
1718,2011-06-08,25893127708.0,307240449843.49243,0.0,0.0
1719,2011-06-09,25893127708.0,306546905088.6946,0.0,0.0
1720,2011-06-10,25893127708.0,301377519896.2809,0.0,0.0
1721,,,,,
1722,,,,,
1723,2011-06-13,25893127708.0,302024838211.5365,0.0,0.0
1724,2011-06-14,25893127708.0,307425404988.8829,0.0,0.0
1725,2011-06-15,25893127708.0,302163566917.3848,0.0,0.0
1726,2011-06-16,25893127708.0,300693185858.33624,0.0,0.0
1727,2011-06-17,25893127708.0,296161883570.7141,0.0,0.0
1728,,,,,
1729,,,,,
1730,2011-06-20,25893127708.0,291593614947.6247,0.0,0.0
1731,2011-06-21,25893127708.0,300822654460.1096,0.0,0.0
1732,2011-06-22,25893127708.0,298335069488.6354,0.0,0.0
1733,2011-06-23,25893127708.0,306306463399.687,0.0,0.0
1734,2011-06-24,25893127708.0,301793656626.6039,0.0,0.0
1735,,,,,
1736,,,,,
1737,2011-06-27,25893127708.0,307055494698.102,0.0,0.0
1738,2011-06-28,25893127708.0,310033198458.0554,0.0,0.0
1739,2011-06-29,25893127708.0,308905021458.3955,0.0,0.0
1740,2011-06-30,25893127708.0,310412344159.30035,0.0,0.0
1741,2011-07-01,25893127708.0,317431256112.0076,0.0,0.0
1742,,,,,
1743,,,,,
1744,,,,,
1745,2011-07-05,25893127708.0,323136986532.4427,0.0,0.0
1746,2011-07-06,25893127708.0,325291652242.2141,0.0,0.0
1747,2011-07-07,25893127708.0,330322333422.39044,0.0,0.0
1748,2011-07-08,25958544808.0,333483858217.71185,0.0,0.0
1749,,,,,
1750,,,,,
1751,2011-07-11,25958544808.0,328190159497.7157,0.0,0.0
1752,2011-07-12,25958544808.0,327958418605.35535,0.0,0.0
1753,2011-07-13,25958544808.0,331917100649.5349,0.0,0.0
1754,2011-07-14,25958544808.0,331685310245.1796,0.0,0.0
1755,2011-07-15,25958544808.0,338314000884.9948,0.0,0.0
1756,,,,,
1757,,,,,
1758,2011-07-18,25958544808.0,346546583089.199,0.0,0.0
1759,2011-07-19,25958544808.0,349374213120.75586,0.0,0.0
1760,2011-07-20,25958544808.0,358691454598.31525,0.0,0.0
1761,2011-07-21,25958544808.0,359053040697.43024,0.0,0.0
1762,2011-07-22,25958544808.0,364624848293.0569,0.0,0.0
1763,,,,,
1764,,,,,
1765,2011-07-25,25958544808.0,369445732217.2843,0.0,0.0
1766,2011-07-26,25958544808.0,373997741252.9393,0.0,0.0
1767,2011-07-27,25958544808.0,363966611076.2028,0.0,0.0
1768,2011-07-28,25958544808.0,363252747133.02325,0.0,0.0
1769,2011-07-29,25958544808.0,362010441667.7493,0.0,0.0
1770,,,,,
1771,,,,,
1772,2011-08-01,25958544808.0,367823323166.7843,0.0,0.0
1773,2011-08-02,25958544808.0,360554912796.2261,0.0,0.0
1774,2011-08-03,25958544808.0,363948068834.0943,0.0,0.0
1775,2011-08-04,25958544808.0,349856286659.5801,0.0,0.0
1776,2011-08-05,25958544808.0,346379678154.22473,0.0,0.0
1777,,,,,
1778,,,,,
1779,2011-08-08,25958544808.0,327457778068.42505,0.0,0.0
1780,2011-08-09,25958544808.0,346741264253.3398,0.0,0.0
1781,2011-08-10,25958544808.0,337173690129.3165,0.0,0.0
1782,2011-08-11,25958544808.0,346453871878.6564,0.0,0.0
1783,2011-08-12,25958544808.0,349504008815.5156,0.0,0.0
1784,,,,,
1785,,,,,
1786,2011-08-15,25958544808.0,355455919996.3682,0.0,0.0
1787,2011-08-16,25958544808.0,352739518661.4651,0.0,0.0
1788,2011-08-17,25958544808.0,352702458933.2455,0.0,0.0
1789,2011-08-18,25958544808.0,339361600430.13043,0.0,0.0
1790,2011-08-19,25958544808.0,330072159937.7351,0.0,0.0
1791,,,,,
1792,,,,,
1793,2011-08-22,25958544808.0,330452263522.9612,0.0,0.0
1794,2011-08-23,25958544808.0,346361160668.1137,0.0,0.0
1795,2011-08-24,25958544808.0,348753060388.1189,0.0,0.0
1796,2011-08-25,25958544808.0,346472414120.7649,0.0,0.0
1797,2011-08-26,25958544808.0,355613541432.2894,0.0,0.0
1798,,,,,
1799,,,,,
1800,2011-08-29,25958544808.0,361537626871.9806,0.0,0.0
1801,2011-08-30,25958544808.0,361556169114.0891,0.0,0.0
1802,2011-08-31,25958544808.0,356772394430.07623,0.0,0.0
1803,2011-09-01,25958544808.0,353249442697.4483,0.0,0.0
1804,2011-09-02,25958544808.0,346778348737.5569,0.0,0.0
1805,,,,,
1806,,,,,
1807,,,,,
1808,2011-09-06,25958544808.0,352053505215.44446,0.0,0.0
1809,2011-09-07,25958544808.0,355938018291.18994,0.0,0.0
1810,2011-09-08,25958544808.0,356132699455.33075,0.0,0.0
1811,2011-09-09,25958544808.0,349958281369.1757,0.0,0.0
1812,,,,,
1813,,,,,
1814,2011-09-12,25958544808.0,352238927636.5298,0.0,0.0
1815,2011-09-13,25958544808.0,356577713265.9354,0.0,0.0
1816,2011-09-14,25958544808.0,360916474139.3436,0.0,0.0
1817,2011-09-15,25958544808.0,364309630177.2119,0.0,0.0
1818,2011-09-16,25958544808.0,371299882160.1447,0.0,0.0
1819,,,,,
1820,,,,,
1821,2011-09-19,25958544808.0,381618404711.5646,0.0,0.0
1822,2011-09-20,25958544808.0,383305723987.4431,0.0,0.0
1823,2011-09-21,25958544808.0,382091244263.3308,0.0,0.0
1824,2011-09-22,25958544808.0,372523645383.31006,0.0,0.0
1825,2011-09-23,25958544808.0,374822858648.7701,0.0,0.0
1826,,,,,
1827,,,,,
1828,2011-09-26,25958544808.0,373775234347.63696,0.0,0.0
1829,2011-09-27,25958544808.0,370150312661.4109,0.0,0.0
1830,2011-09-28,25958544808.0,368064372314.1951,0.0,0.0
1831,2011-09-29,25958544808.0,362093894135.23645,0.0,0.0
1832,2011-09-30,25958544808.0,353518292830.02325,0.0,0.0
1833,,,,,
1834,,,,,
1835,2011-10-03,25958544808.0,347288223261.5452,0.0,0.0
1836,2011-10-04,25958544808.0,345341337352.14465,0.0,0.0
1837,2011-10-05,25958544808.0,350672145312.35535,0.0,0.0
1838,2011-10-06,25958544808.0,349856286659.5801,0.0,0.0
1839,2011-10-07,25958544808.0,342838208935.4858,0.0,0.0
1840,,,,,
1841,,,,,
1842,2011-10-10,25958544808.0,360462201585.6835,0.0,0.0
1843,2011-10-11,25958544808.0,371105200996.0039,0.0,0.0
1844,2011-10-12,25958544808.0,372866689240.3165,0.0,0.0
1845,2011-10-13,25958544808.0,378651744998.18994,0.0,0.0
1846,2011-10-14,26023452000.0,392210615727.0698,0.0,0.0
1847,,,,,
1848,,,,,
1849,2011-10-17,26023452000.0,390342498106.22406,0.0,0.0
1850,2011-10-18,26023452000.0,392433654174.5682,0.0,0.0
1851,2011-10-19,26023452000.0,370481032314.35394,0.0,0.0
1852,2011-10-20,26023452000.0,367404655339.2792,0.0,0.0
1853,2011-10-21,26023452000.0,365136895110.21423,0.0,0.0
1854,,,,,
1855,,,,,
1856,2011-10-24,26023452000.0,377126297446.2776,0.0,0.0
1857,2011-10-25,26023452000.0,369691004173.7938,0.0,0.0
1858,2011-10-26,26023452000.0,372321254618.0763,0.0,0.0
1859,2011-10-27,26023452000.0,376122512751.9951,0.0,0.0
1860,2011-10-28,26023452000.0,376364164622.8409,0.0,0.0
1861,,,,,
1862,,,,,
1863,2011-10-31,26023452000.0,376206173885.4675,0.0,0.0
1864,2011-11-01,26023452000.0,368519946848.36194,0.0,0.0
1865,2011-11-02,26023452000.0,369356434093.5974,0.0,0.0
1866,2011-11-03,26023452000.0,374616885346.3669,0.0,0.0
1867,2011-11-04,26023452000.0,371986659719.9822,0.0,0.0
1868,,,,,
1869,,,,,
1870,2011-11-07,26023452000.0,371512637872.0665,0.0,0.0
1871,2011-11-08,26023452000.0,377553810553.7224,0.0,0.0
1872,2011-11-09,26023452000.0,367376784840.0536,0.0,0.0
1873,2011-11-10,26023452000.0,358026939659.9464,0.0,0.0
1874,2011-11-11,26023452000.0,357469306314.35394,0.0,0.0
1875,,,,,
1876,,,,,
1877,2011-11-14,26023452000.0,352487659325.4318,0.0,0.0
1878,2011-11-15,26023452000.0,361382120898.8685,0.0,0.0
1879,2011-11-16,26023452000.0,357608708446.2776,0.0,0.0
1880,2011-11-17,26023452000.0,350768250548.1835,0.0,0.0
1881,2011-11-18,26023452000.0,348472595001.9951,0.0,0.0
1882,,,,,
1883,,,,,
1884,2011-11-21,26023452000.0,342961234802.5017,0.0,0.0
1885,2011-11-22,26023452000.0,349931788120.8458,0.0,0.0
1886,2011-11-23,26023452000.0,341083810469.9822,0.0,0.0
1887,,,,,
1888,2011-11-25,26023452000.0,337905233391.7809,0.0,0.0
1889,,,,,
1890,,,,,
1891,2011-11-28,26023452000.0,349569297905.6282,0.0,0.0
1892,2011-11-29,26023452000.0,346855435963.6688,0.0,0.0
1893,2011-11-30,26023452000.0,355220109872.8409,0.0,0.0
1894,2011-12-01,26023452000.0,360545633653.6331,0.0,0.0
1895,2011-12-02,26023452000.0,362190688009.0828,0.0,0.0
1896,,,,,
1897,,,,,
1898,2011-12-05,26023452000.0,365267015348.36194,0.0,0.0
1899,2011-12-06,26023452000.0,363352438622.8409,0.0,0.0
1900,2011-12-07,26023452000.0,361623747951.8165,0.0,0.0
1901,2011-12-08,26023452000.0,363082916252.7695,0.0,0.0
1902,2011-12-09,26023452000.0,365833955405.6282,0.0,0.0
1903,,,,,
1904,,,,,
1905,2011-12-12,26023452000.0,364179619156.4026,0.0,0.0
1906,2011-12-13,26023452000.0,361363507475.5211,0.0,0.0
1907,2011-12-14,26023452000.0,353351992251.9951,0.0,0.0
1908,2011-12-15,26023452000.0,352190241638.237,0.0,0.0
1909,2011-12-16,26023452000.0,354123406969.20776,0.0,0.0
1910,,,,,
1911,,,,,
1912,2011-12-19,26023452000.0,355229416584.51465,0.0,0.0
1913,2011-12-20,26023452000.0,367999490713.6688,0.0,0.0
1914,2011-12-21,26023452000.0,368464205849.9108,0.0,0.0
1915,2011-12-22,26023452000.0,370415959786.3312,0.0,0.0
1916,2011-12-23,26023452000.0,374858537217.2127,0.0,0.0
1917,,,,,
1918,,,,,
1919,,,,,
1920,2011-12-27,26023452000.0,377832639635.4675,0.0,0.0
1921,2011-12-28,26023452000.0,374217242738.1477,0.0,0.0
1922,2011-12-29,26023452000.0,376522155360.21423,0.0,0.0
1923,2011-12-30,26023452000.0,376410648545.41394,0.0,0.0
1924,,,,,
1925,,,,,
1926,,,,,
1927,2012-01-03,26023452000.0,382200862644.5503,0.0,0.0
1928,2012-01-04,26023452000.0,384254841501.9951,0.0,0.0
1929,2012-01-05,26023452000.0,388520839590.0536,0.0,0.0
1930,2012-01-06,26023452000.0,392582363018.1656,0.0,0.0
1931,,,,,
1932,,,,,
1933,2012-01-09,26023452000.0,391959657144.5503,0.0,0.0
1934,2012-01-10,26023452000.0,393363059629.1542,0.0,0.0
1935,2012-01-11,26023452000.0,392721765150.0892,0.0,0.0
1936,2012-01-12,26023452000.0,391643650851.9058,0.0,0.0
1937,2012-01-13,26106360000.0,391418233196.8689,0.0,0.0
1938,,,,,
1939,,,,,
1940,,,,,
1941,2012-01-17,26106360000.0,395977539711.34186,0.0,0.0
1942,2012-01-18,26106360000.0,400089298382.49207,0.0,0.0
1943,2012-01-19,26106360000.0,398821271056.7093,0.0,0.0
1944,2012-01-20,26106360000.0,391875092505.1117,0.0,0.0
1945,,,,,
1946,,,,,
1947,2012-01-23,26106360000.0,398504258001.0224,0.0,0.0
1948,2012-01-24,26106360000.0,391977668001.0224,0.0,0.0
1949,2012-01-25,26106360000.0,416452380501.0224,0.0,0.0
1950,2012-01-26,26106360000.0,414559688322.71576,0.0,0.0
1951,2012-01-27,26106360000.0,417030463131.9809,0.0,0.0
1952,,,,,
1953,,,,,
1954,2012-01-30,26106360000.0,422372928578.3386,0.0,0.0
1955,2012-01-31,26106360000.0,425608239389.6485,0.0,0.0
1956,2012-02-01,26106360000.0,425337858349.4568,0.0,0.0
1957,2012-02-02,26106360000.0,424340236960.8307,0.0,0.0
1958,2012-02-03,26106360000.0,428591841884.5368,0.0,0.0
1959,,,,,
1960,,,,,
1961,2012-02-06,26106360000.0,432591688697.8912,0.0,0.0
