,CostsAndExpenses-0,CostsAndExpenses-1,CostsAndExpenses-2,CostsAndExpenses-3,CostsAndExpenses-4,DepreciationAndAmortization-0,DepreciationAndAmortization-1,DepreciationAndAmortization-2,DepreciationAndAmortization-3,DepreciationAndAmortization-4,GrossProfit-0,GrossProfit-1,GrossProfit-2,GrossProfit-3,GrossProfit-4,IncomeTaxesPaidNet-0,IncomeTaxesPaidNet-1,IncomeTaxesPaidNet-2,IncomeTaxesPaidNet-3,IncomeTaxesPaidNet-4,NetIncomeLoss-0,NetIncomeLoss-1,NetIncomeLoss-2,NetIncomeLoss-3,NetIncomeLoss-4,OperatingIncomeLoss-0,OperatingIncomeLoss-1,OperatingIncomeLoss-2,OperatingIncomeLoss-3,OperatingIncomeLoss-4,Revenues-0,Revenues-1,Revenues-2,Revenues-3,Revenues-4,FreeCashFlow-0,FreeCashFlow-1,FreeCashFlow-2,FreeCashFlow-3,FreeCashFlow-4
2019-06-30,42265000000.0,44600000000.0,60964000000.0,46782000000.0,40653000000.0,2933000000.0,3040000000.0,3395000000.0,2754000000.0,2665000000.0,20227000000.0,21821000000.0,32031000000.0,24084000000.0,20421000000.0,2298000000.0,4581000000.0,4916000000.0,1598000000.0,2479000000.0,10044000000.0,11561000000.0,19965000000.0,14125000000.0,11519000000.0,11544000000.0,13415000000.0,23346000000.0,16118000000.0,12612000000.0,53809000000.0,58015000000.0,84310000000.0,62900000000.0,53265000000.0,9636000000.0,8792000000.0,23335000000.0,16482000000.0,11221000000.0
2019-09-30,48415000000.0,42265000000.0,44600000000.0,60964000000.0,46782000000.0,3179000000.0,2933000000.0,3040000000.0,3395000000.0,2754000000.0,24313000000.0,20227000000.0,21821000000.0,32031000000.0,24084000000.0,3468000000.0,2298000000.0,4581000000.0,4916000000.0,1598000000.0,13686000000.0,10044000000.0,11561000000.0,19965000000.0,14125000000.0,15625000000.0,11544000000.0,13415000000.0,23346000000.0,16118000000.0,64040000000.0,53809000000.0,58015000000.0,84310000000.0,62900000000.0,17133000000.0,9636000000.0,8792000000.0,23335000000.0,16482000000.0
2019-12-31,66250000000.0,48415000000.0,42265000000.0,44600000000.0,60964000000.0,2816000000.0,3179000000.0,2933000000.0,3040000000.0,3395000000.0,35217000000.0,24313000000.0,20227000000.0,21821000000.0,32031000000.0,4393000000.0,3468000000.0,2298000000.0,4581000000.0,4916000000.0,22236000000.0,13686000000.0,10044000000.0,11561000000.0,19965000000.0,25569000000.0,15625000000.0,11544000000.0,13415000000.0,23346000000.0,91819000000.0,64040000000.0,53809000000.0,58015000000.0,84310000000.0,28409000000.0,17133000000.0,9636000000.0,8792000000.0,23335000000.0
2020-03-31,45460000000.0,66250000000.0,48415000000.0,42265000000.0,44600000000.0,2786000000.0,2816000000.0,3179000000.0,2933000000.0,3040000000.0,22370000000.0,35217000000.0,24313000000.0,20227000000.0,21821000000.0,3112000000.0,4393000000.0,3468000000.0,2298000000.0,4581000000.0,11249000000.0,22236000000.0,13686000000.0,10044000000.0,11561000000.0,12853000000.0,25569000000.0,15625000000.0,11544000000.0,13415000000.0,58313000000.0,91819000000.0,64040000000.0,53809000000.0,58015000000.0,11458000000.0,28409000000.0,17133000000.0,9636000000.0,8792000000.0
2020-06-30,46594000000.0,45460000000.0,66250000000.0,48415000000.0,42265000000.0,2752000000.0,2786000000.0,2816000000.0,3179000000.0,2933000000.0,22680000000.0,22370000000.0,35217000000.0,24313000000.0,20227000000.0,905000000.0,3112000000.0,4393000000.0,3468000000.0,2298000000.0,11253000000.0,11249000000.0,22236000000.0,13686000000.0,10044000000.0,13091000000.0,12853000000.0,25569000000.0,15625000000.0,11544000000.0,59685000000.0,58313000000.0,91819000000.0,64040000000.0,53809000000.0,14706000000.0,11458000000.0,28409000000.0,17133000000.0,9636000000.0
2020-09-30,49923000000.0,46594000000.0,45460000000.0,66250000000.0,48415000000.0,2702000000.0,2752000000.0,2786000000.0,2816000000.0,3179000000.0,24689000000.0,22680000000.0,22370000000.0,35217000000.0,24313000000.0,1091000000.0,905000000.0,3112000000.0,4393000000.0,3468000000.0,12673000000.0,11253000000.0,11249000000.0,22236000000.0,13686000000.0,14775000000.0,13091000000.0,12853000000.0,25569000000.0,15625000000.0,64698000000.0,59685000000.0,58313000000.0,91819000000.0,64040000000.0,18792000000.0,14706000000.0,11458000000.0,28409000000.0,17133000000.0
2020-12-31,77905000000.0,49923000000.0,46594000000.0,45460000000.0,66250000000.0,2666000000.0,2702000000.0,2752000000.0,2786000000.0,2816000000.0,44328000000.0,24689000000.0,22680000000.0,22370000000.0,35217000000.0,1787000000.0,1091000000.0,905000000.0,3112000000.0,4393000000.0,28755000000.0,12673000000.0,11253000000.0,11249000000.0,22236000000.0,33534000000.0,14775000000.0,13091000000.0,12853000000.0,25569000000.0,111439000000.0,64698000000.0,59685000000.0,58313000000.0,91819000000.0,35263000000.0,18792000000.0,14706000000.0,11458000000.0,28409000000.0
2021-03-31,62081000000.0,77905000000.0,49923000000.0,46594000000.0,45460000000.0,2797000000.0,2666000000.0,2702000000.0,2752000000.0,2786000000.0,38079000000.0,44328000000.0,24689000000.0,22680000000.0,22370000000.0,8489000000.0,1787000000.0,1091000000.0,905000000.0,3112000000.0,23630000000.0,28755000000.0,12673000000.0,11253000000.0,11249000000.0,27503000000.0,33534000000.0,14775000000.0,13091000000.0,12853000000.0,89584000000.0,111439000000.0,64698000000.0,59685000000.0,58313000000.0,21712000000.0,35263000000.0,18792000000.0,14706000000.0,11458000000.0
2021-06-30,57308000000.0,62081000000.0,77905000000.0,49923000000.0,46594000000.0,2832000000.0,2797000000.0,2666000000.0,2702000000.0,2752000000.0,35255000000.0,38079000000.0,44328000000.0,24689000000.0,22680000000.0,8260000000.0,8489000000.0,1787000000.0,1091000000.0,905000000.0,21744000000.0,23630000000.0,28755000000.0,12673000000.0,11253000000.0,24126000000.0,27503000000.0,33534000000.0,14775000000.0,13091000000.0,81434000000.0,89584000000.0,111439000000.0,64698000000.0,59685000000.0,19001000000.0,21712000000.0,35263000000.0,18792000000.0,14706000000.0
2021-09-30,59574000000.0,57308000000.0,62081000000.0,77905000000.0,49923000000.0,2989000000.0,2832000000.0,2797000000.0,2666000000.0,2702000000.0,35174000000.0,35255000000.0,38079000000.0,44328000000.0,24689000000.0,6849000000.0,8260000000.0,8489000000.0,1787000000.0,1091000000.0,20551000000.0,21744000000.0,23630000000.0,28755000000.0,12673000000.0,23786000000.0,24126000000.0,27503000000.0,33534000000.0,14775000000.0,83360000000.0,81434000000.0,89584000000.0,111439000000.0,64698000000.0,16977000000.0,19001000000.0,21712000000.0,35263000000.0,18792000000.0
2021-12-31,82457000000.0,59574000000.0,57308000000.0,62081000000.0,77905000000.0,2697000000.0,2989000000.0,2832000000.0,2797000000.0,2666000000.0,54243000000.0,35174000000.0,35255000000.0,38079000000.0,44328000000.0,5235000000.0,6849000000.0,8260000000.0,8489000000.0,1787000000.0,34630000000.0,20551000000.0,21744000000.0,23630000000.0,28755000000.0,41488000000.0,23786000000.0,24126000000.0,27503000000.0,33534000000.0,123945000000.0,83360000000.0,81434000000.0,89584000000.0,111439000000.0,44163000000.0,16977000000.0,19001000000.0,21712000000.0,35263000000.0
2022-03-31,67299000000.0,82457000000.0,59574000000.0,57308000000.0,62081000000.0,2737000000.0,2697000000.0,2989000000.0,2832000000.0,2797000000.0,42559000000.0,54243000000.0,35174000000.0,35255000000.0,38079000000.0,4066000000.0,5235000000.0,6849000000.0,8260000000.0,8489000000.0,25010000000.0,34630000000.0,20551000000.0,21744000000.0,23630000000.0,29979000000.0,41488000000.0,23786000000.0,24126000000.0,27503000000.0,97278000000.0,123945000000.0,83360000000.0,81434000000.0,89584000000.0,25652000000.0,44163000000.0,16977000000.0,19001000000.0,21712000000.0
2022-06-30,59883000000.0,67299000000.0,82457000000.0,59574000000.0,57308000000.0,2805000000.0,2737000000.0,2697000000.0,2989000000.0,2832000000.0,35885000000.0,42559000000.0,54243000000.0,35174000000.0,35255000000.0,2950000000.0,4066000000.0,5235000000.0,6849000000.0,8260000000.0,19442000000.0,25010000000.0,34630000000.0,20551000000.0,21744000000.0,23076000000.0,29979000000.0,41488000000.0,23786000000.0,24126000000.0,82959000000.0,97278000000.0,123945000000.0,83360000000.0,81434000000.0,20790000000.0,25652000000.0,44163000000.0,16977000000.0,19001000000.0
2022-09-30,65252000000.0,59883000000.0,67299000000.0,82457000000.0,59574000000.0,2865000000.0,2805000000.0,2737000000.0,2697000000.0,2989000000.0,38095000000.0,35885000000.0,42559000000.0,54243000000.0,35174000000.0,7322000000.0,2950000000.0,4066000000.0,5235000000.0,6849000000.0,20721000000.0,19442000000.0,25010000000.0,34630000000.0,20551000000.0,24894000000.0,23076000000.0,29979000000.0,41488000000.0,23786000000.0,90146000000.0,82959000000.0,97278000000.0,123945000000.0,83360000000.0,20838000000.0,20790000000.0,25652000000.0,44163000000.0,16977000000.0
2022-12-31,81138000000.0,65252000000.0,59883000000.0,67299000000.0,82457000000.0,2916000000.0,2865000000.0,2805000000.0,2737000000.0,2697000000.0,50332000000.0,38095000000.0,35885000000.0,42559000000.0,54243000000.0,828000000.0,7322000000.0,2950000000.0,4066000000.0,5235000000.0,29998000000.0,20721000000.0,19442000000.0,25010000000.0,34630000000.0,36016000000.0,24894000000.0,23076000000.0,29979000000.0,41488000000.0,117154000000.0,90146000000.0,82959000000.0,97278000000.0,123945000000.0,30218000000.0,20838000000.0,20790000000.0,25652000000.0,44163000000.0
2023-03-31,66518000000.0,81138000000.0,65252000000.0,59883000000.0,67299000000.0,2898000000.0,2916000000.0,2865000000.0,2805000000.0,2737000000.0,41976000000.0,50332000000.0,38095000000.0,35885000000.0,42559000000.0,4066000000.0,828000000.0,7322000000.0,2950000000.0,4066000000.0,24160000000.0,29998000000.0,20721000000.0,19442000000.0,25010000000.0,28318000000.0,36016000000.0,24894000000.0,23076000000.0,29979000000.0,94836000000.0,117154000000.0,90146000000.0,82959000000.0,97278000000.0,25644000000.0,30218000000.0,20838000000.0,20790000000.0,25652000000.0
2023-06-30,58799000000.0,66518000000.0,81138000000.0,65252000000.0,59883000000.0,3052000000.0,2898000000.0,2916000000.0,2865000000.0,2805000000.0,36413000000.0,41976000000.0,50332000000.0,38095000000.0,35885000000.0,2126000000.0,4066000000.0,828000000.0,7322000000.0,2950000000.0,19881000000.0,24160000000.0,29998000000.0,20721000000.0,19442000000.0,22998000000.0,28318000000.0,36016000000.0,24894000000.0,23076000000.0,81797000000.0,94836000000.0,117154000000.0,90146000000.0,82959000000.0,24287000000.0,25644000000.0,30218000000.0,20838000000.0,20790000000.0
2023-09-30,62529000000.0,58799000000.0,66518000000.0,81138000000.0,65252000000.0,2653000000.0,3052000000.0,2898000000.0,2916000000.0,2865000000.0,40427000000.0,36413000000.0,41976000000.0,50332000000.0,38095000000.0,11659000000.0,2126000000.0,4066000000.0,828000000.0,7322000000.0,22956000000.0,19881000000.0,24160000000.0,29998000000.0,20721000000.0,26969000000.0,22998000000.0,28318000000.0,36016000000.0,24894000000.0,89498000000.0,81797000000.0,94836000000.0,117154000000.0,90146000000.0,19435000000.0,24287000000.0,25644000000.0,30218000000.0,20838000000.0
